Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Name.correspondent,Name.creator,Title,Alt ID.local,Relation.isPartOf,AltTitle.creator,AltTitle.descriptive,Date.creation,Alt ID.collection,Description.note,Publisher.placeOfOrigin,Coverage.geographic,Date.normalized,AltTitle.other,Format.medium,Bucketeer State,IIIF Access URL
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwb2,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_14_023.tif,58,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_14_023,uclalsc_1632_b25_f02_14_023,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwck,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_14_024.tif,59,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_14_024,uclalsc_1632_b25_f02_14_024,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwd3,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_14_025.tif,60,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_14_025,uclalsc_1632_b25_f02_14_025,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwfm,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_14_026.tif,61,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_14_026,uclalsc_1632_b25_f02_14_026,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwg4,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_14_027.tif,62,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_14_027,uclalsc_1632_b25_f02_14_027,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwhn,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_14_028.tif,63,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_14_028,uclalsc_1632_b25_f02_14_028,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwj5,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_14_029.tif,64,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_14_029,uclalsc_1632_b25_f02_14_029,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwm6,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_002.tif,66,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_002,uclalsc_1632_b25_f02_15_002,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwnq,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_003.tif,67,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_003,uclalsc_1632_b25_f02_15_003,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwp7,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_004.tif,68,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_004,uclalsc_1632_b25_f02_15_004,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwqr,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_005.tif,69,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_005,uclalsc_1632_b25_f02_15_005,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwr8,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_006.tif,70,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_006,uclalsc_1632_b25_f02_15_006,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwss,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_007.tif,71,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_007,uclalsc_1632_b25_f02_15_007,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwt9,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_008.tif,72,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_008,uclalsc_1632_b25_f02_15_008,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwvt,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_009.tif,73,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_009,uclalsc_1632_b25_f02_15_009,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwwb,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_010.tif,74,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_010,uclalsc_1632_b25_f02_15_010,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwxv,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_011.tif,75,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_011,uclalsc_1632_b25_f02_15_011,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkwzc,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_012.tif,76,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_012,uclalsc_1632_b25_f02_15_012,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkx0c,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_013.tif,77,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_013,uclalsc_1632_b25_f02_15_013,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkx1w,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_014.tif,78,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_014,uclalsc_1632_b25_f02_15_014,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkx2d,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_15_015.tif,79,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_15_015,uclalsc_1632_b25_f02_15_015,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkxf3,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_21_002.tif,90,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_21_002,uclalsc_1632_b25_f02_21_002,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkxmp,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_24_002.tif,95,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_24_002,uclalsc_1632_b25_f02_24_002,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkxs8,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_003.tif,100,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_003,uclalsc_1632_b25_f02_27_003,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkxts,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_004.tif,101,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_004,uclalsc_1632_b25_f02_27_004,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkxv9,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_005.tif,102,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_005,uclalsc_1632_b25_f02_27_005,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkxwt,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_006.tif,103,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_006,uclalsc_1632_b25_f02_27_006,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkxxb,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_007.tif,104,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_007,uclalsc_1632_b25_f02_27_007,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkxzv,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_008.tif,105,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_008,uclalsc_1632_b25_f02_27_008,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkz0v,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_009.tif,106,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_009,uclalsc_1632_b25_f02_27_009,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkz1c,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_010.tif,107,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_010,uclalsc_1632_b25_f02_27_010,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkz2w,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_011.tif,108,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_011,uclalsc_1632_b25_f02_27_011,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkz3d,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_012.tif,109,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_012,uclalsc_1632_b25_f02_27_012,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkz4x,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_27_013.tif,110,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_27_013,uclalsc_1632_b25_f02_27_013,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkz6z,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_28_002.tif,112,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_28_002,uclalsc_1632_b25_f02_28_002,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkzd2,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_31_003.tif,118,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_31_003,uclalsc_1632_b25_f02_31_003,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkzfk,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_31_004.tif,119,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_31_004,uclalsc_1632_b25_f02_31_004,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkzsr,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_36_001.tif,129,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_36_001,uclalsc_1632_b25_f02_36_001,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkzt8,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_36_002.tif,130,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_36_002,uclalsc_1632_b25_f02_36_002,,,,,,,,,,,,failed,
Minasian Collection of Armenian Materials,ark:/21198/zz002jkzvs,ark:/21198/zz002hzpvf,5,Imported,Page,minasiancorr/image/uclalsc_1632_b25_f02_36_003.tif,131,,,,private,text,unknown,,,,,uclalsc_1632_b25_f02_36_003,uclalsc_1632_b25_f02_36_003,,,,,,,,,,,,failed,
