Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Rights.permission,Title,AltTitle.translated,Publisher.publisherName,Format.extent,Date.creation,Coverage.geographic,Opac url
DIYALoG,ark:/21198/zz002h7p45,,2,Completed,Collection,,,,,,,,text,copyrighted,tur|~|lad,Periodicals,Y,DIYALoG,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7292970
DIYALoG,ark:/21198/zz002hc4hx,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc4hx-1-master.pdf,1,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 001 - Ocak-Şubat 2009,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc6q0,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc6q0-1-master.pdf,2,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 002 - Mart-Nisan 2009,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc6rh,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc6rh-1-master.pdf,3,,,,individuals,,Periodicals,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 003 - Mayıs-Haziran 2009,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc6s1,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc6s1-1-master.pdf,4,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 004 - Temmuz-Ağustos 2009,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc6tj,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc6tj-1-master.pdf,5,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 005 - Eylül-Ekim 2009,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc6v2,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc6v2-1-master.pdf,6,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 006 - Kasım-Aralık 2009,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc6wk,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc6wk-1-master.pdf,7,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 007 - Ocak-Şubat 2010,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc6x3,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc6x3-1-master.pdf,8,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 008 - Mart-Nisan 2010,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc6zm,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc6zm-1-master.pdf,9,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 009 - Mayıs-Haziran 2010,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc70m,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc70m-1-master.pdf,10,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 010 - Temmuz-Ağustos 2010,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc714,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc714-1-master.pdf,11,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 011 - Eylül-Ekim 2010,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc72n,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc72n-1-master.pdf,12,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 012 - Kasım-Aralık 2010,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc735,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc735-1-master.pdf,13,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 013 - Ocak-Şubat 2011,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc756,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc756-1-master.pdf,14,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 014 - Mayıs-Haziran 2011,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc76q,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc76q-1-master.pdf,16,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 016 -Temmuz-Ağustos 2011,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc777,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc777-1-master.pdf,17,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 017 - Eylül-Ekim 2011,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc78r,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc78r-1-master.pdf,18,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 018 - Kasım-Aralık 2011,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc798,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc798-1-master.pdf,19,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 019 - Ocak-Şubat 2012,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc7bs,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc7bs-1-master.pdf,20,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 020 - Mart–Nisan 2012,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc7dt,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc7dt-1-master.pdf,22,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 022 - Temmuz-Ağustos 2012,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc7gv,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc7gv-1-master.pdf,24,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 024 - Kasım-Aralık 2012,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc7jw,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc7jw-1-master.pdf,26,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 026 - Mart-Nisan 2013,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hc7kd,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hc7kd-1-master.pdf,27,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 027 - Mayıs-Haziran 2013,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hfvpj,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hfvpj-1-master.pdf,21,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 021 - Mayıs-Haziran 2012,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hfvq2,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hfvq2-1-master.pdf,25,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 025 - Ocak-Şubat 2013,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hfvrk,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hfvrk-1-master.pdf,23,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 023 - Eylül-Ekim 2012,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hkzbm,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hkzbm-1-master.pdf,28,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 028 - Temmuz-Ağustos 2013,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hkzc4,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hkzc4-1-master.pdf,30,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 030 - Kasım-Aralık 2013,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmir,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hkzdn,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hkzdn-1-master.pdf,31,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 031 - Ocak-Şubat 2013,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hkzk7,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hkzk7-1-master.pdf,29,,,,individuals,,text,copyrighted,tur|~|lad,Periodicals,Y,Sayı: 029 - Eylül-Ekim 2013,Revista Digital de los Judios Turkanos de İzmir|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2013,İzmir,
DIYALoG,ark:/21198/zz002hxr7n,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hxr7n-1-master.pdf,34,,,,individuals,,text,copyrighted,,Periodicals,Y,Sayı: 034 - Temmuz-Ağustos 2014,Revista Digital de los Judios Turkanos de İzmi|~|İzmir Türk Musevileri e-Haber Bülteni,Diyalog,v. : ill.,2009,İzmir,
DIYALoG,ark:/21198/zz002hxr85,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hxr85-1-master.pdf,32,,,,individuals,,text,copyrighted,,Periodicals,Y,Sayı: 032 - Mart-Nisan 2014,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmi,Diyalog,v. : ill.,2009,,
DIYALoG,ark:/21198/zz002hz4kk,ark:/21198/zz002h7p45,2,Completed,Work,diyalog/pdf/21198-zz002hz4kk-1-master.pdf,33,,,,individuals,,text,copyrighted,,Periodicals,Y,Sayı: 033 - Mayıs-Haziran 2014,İzmir Türk Musevileri e-Haber Bülteni|~|Revista Digital de los Judios Turkanos de İzmi,Diyalog,v. : ill.,2009,,
