"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080718_001.tif","Page","Page 1","1","ark:/21198/z1c27g2b","ark:/21198/z1xw74gt","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw74gt"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080718_002.tif","Page","Page 2","2","ark:/21198/z1c27g2b","ark:/21198/z1pc5n2j","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5n2j"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080718_003.tif","Page","Page 3","3","ark:/21198/z1c27g2b","ark:/21198/z1dz2v28","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz2v28"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080718_004.tif","Page","Page 4","4","ark:/21198/z1c27g2b","ark:/21198/z15f1bk2","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f1bk2"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080725_001.tif","Page","Page 1","1","ark:/21198/z1796q8q","ark:/21198/z1wx03cf","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx03cf"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080725_002.tif","Page","Page 2","2","ark:/21198/z1796q8q","ark:/21198/z1nc8kz6","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc8kz6"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080725_003.tif","Page","Page 3","3","ark:/21198/z1796q8q","ark:/21198/z1cz5sxg","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz5sxg"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080725_004.tif","Page","Page 4","4","ark:/21198/z1796q8q","ark:/21198/z14f49cs","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f49cs"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080801_001.tif","Page","Page 1","1","ark:/21198/z13j5zhj","ark:/21198/z1vx3272","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx3272"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080801_002.tif","Page","Page 2","2","ark:/21198/z13j5zhj","ark:/21198/z1mh086n","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mh086n"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080801_003.tif","Page","Page 3","3","ark:/21198/z13j5zhj","ark:/21198/z1bz8rrn","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz8rrn"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080801_004.tif","Page","Page 4","4","ark:/21198/z13j5zhj","ark:/21198/z13f78br","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f78br"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080808_001.tif","Page","Page 1","1","ark:/21198/z1zs5g23","ark:/21198/z1tx6144","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx6144"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080808_002.tif","Page","Page 2","2","ark:/21198/z1zs5g23","ark:/21198/z1kh3728","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh3728"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080808_003.tif","Page","Page 3","3","ark:/21198/z1zs5g23","ark:/21198/z1b01qj7","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b01qj7"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080808_004.tif","Page","Page 4","4","ark:/21198/z1zs5g23","ark:/21198/z12g076x","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12g076x"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080815_001.tif","Page","Page 1","1","ark:/21198/z1v43dp3","ark:/21198/z1t17pcj","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t17pcj"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080815_002.tif","Page","Page 2","2","ark:/21198/z1v43dp3","ark:/21198/z1jh65w1","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh65w1"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080815_003.tif","Page","Page 3","3","ark:/21198/z1v43dp3","ark:/21198/z1904pf9","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1904pf9"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19080815_004.tif","Page","Page 4","4","ark:/21198/z1v43dp3","ark:/21198/z11g360n","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g360n"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19100630_001.tif","Page","Page 1","1","ark:/21198/z1qc2p1p","ark:/21198/z1s20n85","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s20n85"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19100630_002.tif","Page","Page 2","2","ark:/21198/z1qc2p1p","ark:/21198/z1hh94q6","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh94q6"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19100630_003.tif","Page","Page 3","3","ark:/21198/z1qc2p1p","ark:/21198/z1807nct","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1807nct"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19100630_004.tif","Page","Page 4","4","ark:/21198/z1qc2p1p","ark:/21198/z10k4vb3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k4vb3"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19100806_001.tif","Page","Page 1","1","ark:/21198/z1km1xd9","ark:/21198/z1r23m4s","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r23m4s"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19100806_002.tif","Page","Page 2","2","ark:/21198/z1km1xd9","ark:/21198/z1gj23pq","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj23pq"
