File,Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,Filename,File Name,Item Sequence,IIIF Access URL,Rights.copyrightStatus,Subject,Subject.uniformTitle,Name.subject,Rights.countryCreation,Language,Name.repository,Type.typeOfResource,Rights.permission,Name.creator,Name.interviewer,Type.genre,Name.sponsor,Date.creation,Date.normalized,Relation.isPartOf,Title,AltIdentifier.local,Description.note,Description.note.FromLisa,Opac url,Description.fundingNote,Finding Aid URL,Format.extent,Summary,Rights.servicesContact,Coverage.geographic,Description.latitude,Description.longitude,Relation.relatedTo,media.duration,media.format,IIIF Manifest URL,Waveform
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxk3,ark:/21198/zz0015w1xw,2,Completed,Work,,,46,,copyrighted,,,"Mighty Hannibal, $d 1939-|~|Harris, Damon",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,"Terry, Mike","Terry, Mike",sound recording,,[early 1970s],1970/1975,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","""King Hannibal (aka The Mighty Hannibal) and Damon Harris""",uclapasc_342_058_008,"Transcribed from container. ""King Hannibal (aka The Mighty Hannibal) and Damon Harris, early 1970s.""

Damon Harris is likely soul and R&B singer Damon Harris of The Temptations.|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 01:06:25),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxk3/manifest,
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxmm,ark:/21198/zz0015w1xw,2,Completed,Work,,soul/audio/uclapasc_342_058_009_M_a.wav,48,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/mm/21198=zz002dvxmm/ark%2B=21198=zz002dvxmm.mp4{},copyrighted,,,"Franklin, Melvin, $d 1942-1995|~|Rose Royce (Musical group)|~|Sanford, Isabel, $d 1917-2004",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,"December 6, 1978",1978-12-06,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview with Rose Royce,uclapasc_342_058_009,"Transcribed from container: ""Rose Royce, December 6, 1978."" 

On this tape the group, Rose Royce, joins in an interview with SOUL Magazine. They discuss their impact in the pop industry; discuss their biggest hits, Carwash and Heatwave, as well as plans for future albums; dynamics of the group; and what it's like being limited to ""Black"" artistry within the greater pop industry.|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:37:25),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,2245.922198,audio/wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxmm/manifest,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxmm%2Faudiowaveform.dat
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxn4,ark:/21198/zz0015w1xw,2,Completed,Work,,soul/audio/uclapasc_342_058_010_M_a.wav,49,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/n4/21198=zz002dvxn4/ark%2B=21198=zz002dvxn4.mp4{},copyrighted,,,"Jones, Quincy, 1933-",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,"Wickham, Phyllis","Wickham, Phyllis",sound recording,,September 1978,1978-09,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview with Quincy Jones by Phyllis Wickham,uclapasc_342_058_010,"Transcribed from container: ""Quincy Jones by Phyllis Wickham, September, 1978"". 

On this tape, Quincy Jones talks about his experience as adaptation supervisor of the musical The Wiz; where his career began in jazz; the legacy of jazz musicians; and his opinion on the Black people of jazz as a whole. He concludes discussing his future production plans.|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:15:35),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,935.253615,audio/wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxn4/manifest,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxn4%2Faudiowaveform.dat
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxpn,ark:/21198/zz0015w1xw,2,Completed,Work,,soul/audio/uclapasc_342_058_011_M_a.wav,50,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/pn/21198=zz002dvxpn/ark%2B=21198=zz002dvxpn.mp4{},copyrighted,,,Labelle (Musical group),,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,"February 1, 1977",1977-02-01,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview about Pattie Labelle splitting up from Pattie Labelle and the Bluebelles (tape 1 of 2),uclapasc_342_058_011,"Transcribed from container: ""Labelle splits by Vicky Wickham (1 of 2), February 1, 1977"". 

Regina Jones discusses with Patti Labelle's booking agent (?) about tour details, marketing, promotions, and press.|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:24:13),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,1453.854521,audio/wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxpn/manifest,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxpn%2Faudiowaveform.dat
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxq5,ark:/21198/zz0015w1xw,2,Completed,Work,,soul/audio/uclapasc_342_058_012_M_a.wav,51,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/q5/21198=zz002dvxq5/ark%2B=21198=zz002dvxq5.mp4{},copyrighted,,,Labelle (Musical group),,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,"February 1, 1977",1977-02-01,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview about Pattie Labelle splitting up from Pattie Labelle and the Bluebelles (tape 2 of 2),uclapasc_342_058_012,"Transcribed from container: ""Labelle splits by Vicky Wickham (2 of 2), February 1, 1977"". 

Marilyn Fullen speaks on Labelle's splitting from the group, Pattie Labelle and the Bluebelles.|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:10:13),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,//21198/zz002dvxpn (part 1),613.125979,audio/wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxq5/manifest,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxq5%2Faudiowaveform.dat
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxrp,ark:/21198/zz0015w1xw,2,Completed,Work,,,52,,copyrighted,,,"Cosby, Bill, 1937-",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,"November 19, 1975",1975-11-19,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview with Bill Cosby at the Disney Ranch by Donna Mungen and interview with Muhammad Ali post-match,uclapasc_342_058_013,"Transcribed from container: ""Bill Cosby at the Disney Ranch by Donna Mungen 1975 November 19."" 

On side A, Bill Cosby discusses Mother, Jugs & Speed film; growing up Black in Mississippi; how he goes about selecting a script; family; his personal morals around the holidays, Christmas and Kwanza; how he reacts to the way people treat him in the professional world, such as his feeling around his sometimes lack of recognition in the Black community; the Three Levels of Human Laughter; the misuses of the ""n"" word; and future projects in film. 

On side B, Cosby discusses Richard Pryor. Also on Side B, from around 3:40, a Muhammad Ali recording begins. At a press conference after a fight against George Foreman, Ali discusses his next fight against Joe Frazier and Ali's plans for retirement.|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 01:34:38),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.","Santa Clarita (Calif.)|~|34.376046673824646, -118.47845077514648",,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxrp/manifest,
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxs6,ark:/21198/zz0015w1xw,2,Completed,Work,,,54,,copyrighted,,,,,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,1976,1976,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","""Jim Brown""",uclapasc_342_058_014,"Transcribed from container: ""Jim Brown.""|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration 01:02:40),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxs6/manifest,
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxtq,ark:/21198/zz0015w1xw,2,Completed,Work,,soul/audio/uclapasc_342_058_015_M_a.wav,56,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/tq/21198=zz002dvxtq/ark%2B=21198=zz002dvxtq.mp4{},copyrighted,,,Brick (Musical group),,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,,1955/2002,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","""Brick""",uclapasc_342_058_015,"Transcribed from container: ""Brick""|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration 00:48:36),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,2916.98001,audio/wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxtq/manifest,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxtq%2Faudiowaveform.dat
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxv7,ark:/21198/zz0015w1xw,2,Completed,Work,,,57,,copyrighted,,,"Bell, Archie, $d 1944-|~|Drells (Musical group)",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,"April 7, 1976",1976-04-07,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","""Archie Bell & the Drells by Ken Jones""",uclapasc_342_058_016,"Transcribed from container: ""Archie Bell & the Drells by Ken Jones 1976 April 7.""|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration 00:45:52),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxv7/manifest,
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxwr,ark:/21198/zz0015w1xw,2,Completed,Work,,,59,,copyrighted,,,"White, Maurice, 1941-",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,"October 26, 1977",1977-10-26,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview with Maurice White,uclapasc_342_058_017,"Transcribed from container: ""Maurice White 1977 October 26.""  

On side A, Maurice White talks about the need for positive influences on Black kids; growing up in a Black family in Memphis; his intentions moving forward in his career and supporting others along the way; his collaboration with the group, the Emotions; and the differences between him and his siblings. 

On side B, White talks about God's will leading him in his production creativity; other current artists creating ""higher frequency music""; bringing purpose and positivity to the world; and how to appeal to different and global audiences.|~|Collection PASC 342, Box 58",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:50:56),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxwr/manifest,
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxx8,ark:/21198/zz0015w1xw,2,Completed,Work,,,61,,copyrighted,,,"King, Mabel, $d 1932-1999|~|Russell, Nipsey, $d 1924-2005",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,1978 September 1,1978-09-01,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","""Nipsy Russell/Wiz and Mabel King/Wiz.""",uclapasc_342_059_001,"Transcribed from container: ""Nipsy Russell/Wiz and Mabel King/Wiz.""

Nipsy Russell and Mabel King were in the 1978 movie version of The Wiz.|~|Collection PASC 342, Box 59",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 01:16:27),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxx8/manifest,
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxzs,ark:/21198/zz0015w1xw,2,Completed,Work,,,63,,copyrighted,,,"White, Barry, $d 1944-2003",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,1976 March 31,1976-03-31,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview with Eddie,uclapasc_342_059_002,"Transcribed from container: ""Eddie."" 

On side A, an Eddie talks about administrative issues he's been having with Ralph Seltzer from Motown and with IRS. 

On side B, Eddie talks about the company evicting him from his apartment and towing his car  Also on Side B at 9:55, Steve Allen discusses a recent benefit concert with over 2500 people in attendance and lists the different groups that performed and gave donations.|~|Collection PASC 342, Box 59",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:47:41),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvxzs/manifest,
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz0s,ark:/21198/zz0015w1xw,2,Completed,Work,,,65,,copyrighted,,,"Knight, Gladys, $d 1944-",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,circa 1977 January,1977-01,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview with Gladys Knight and Ralph Nato,uclapasc_342_059_003,"|~|Collection PASC 342, Box 59",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:26:02),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvz0s/manifest,
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz19,ark:/21198/zz0015w1xw,2,Completed,Work,,soul/audio/uclapasc_342_059_004_M_a.wav,67,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/19/21198=zz002dvz19/ark%2B=21198=zz002dvz19.mp4{},copyrighted,,,"King, Mabel, $d 1932-1999",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,1978 July 18,1978-07-18,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview with and about Mabel King and What's Happening! by Walter Burrell,uclapasc_342_059_004,"Transcribed from container: ""Mabel King ""What's Happening"" by Walter Burrell 1978 July 18."" 

Walter Burrell, journalist from SOUL talks with a female speaker about Mabel King's reappearance on What's Happening! After confirming that she will not be returning, this speaker then clarifies what will happen in King's stead. At 2:13, Burrell speaks to Mr. Hornstein about whether Mabel will be returning on the next season, to which Hornstein does not fully deny or confirm. At 4:20, Burrell asks Mabel King, who clarifies that she was supposed to be negotiating the terms of her contract. She also addresses some of her issues with the portrayal of Black characters in the script and the unfairness of pay in the industry.|~|Collection PASC 342, Box 59",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:23:04),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,1384.447854,audio/wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvz19/manifest,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002dvz19%2Faudiowaveform.dat
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz2t,ark:/21198/zz0015w1xw,2,Completed,Work,,,68,,copyrighted,,,"Bohannon, Hamilton",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,1978 September 28,1978-09-28,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Hamilton Bohannon by Mike Terry,uclapasc_342_059_005,"Transcribed from container: ""Hamilton Bohannon by Mike Terry.""|~|Collection PASC 342, Box 59",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:43:29),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvz2t/manifest,
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz3b,ark:/21198/zz0015w1xw,2,Completed,Work,,soul/audio/uclapasc_342_059_006_M_a.wav,70,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/3b/21198=zz002dvz3b/ark%2B=21198=zz002dvz3b.mp4{},copyrighted,,,"Ross, Diana, $d 1944-",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,undated,1955/2002,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.",Interview with Diana Ross,uclapasc_342_059_006,"Transcribed from container: ""Diana Ross."" 

The interview begins around 3 minutes. On this tape, there is lots of commotion and sound like many people are trying to interview Diana Ross on set as she prepares for her next show. Ross talks about a book she's writing called Help Help; juggling family and career; how she feels leaving The Supremes; her acting experience; and other inspirational artists in the show business. At 28:30, the tape appears to transition to another interview. Interviewers who were waiting nearby to ask her questions ask what her greatest fear is and asked the name of her show. Finally at 35:26, the SOUL Magazine interviewer gets a clear recording with Diana and asks if she will be doing a movie called Careshadora, based on Coriea Jones’ novel.|~|Collection PASC 342, Box 59",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 00:46:48),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,2808.230021,audio/wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvz3b/manifest,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002dvz3b%2Faudiowaveform.dat
soul_eureka.csv,"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz4v,ark:/21198/zz0015w1xw,2,Completed,Work,,,71,,copyrighted,,,"Wilson, Mary, $d 1944-|~|Ferrer, Pedro Luis",,eng,"University of California, Los Angeles. Library. Department of Special Collections",sound recording,Y,,,sound recording,,1977 December 8,1977-12-08,"SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Interview with Mary Wilson, Pedro Ferrer, and Marco Turk by Leonard J. Pitts",uclapasc_342_059_007,"Transcribed from container: ""Mary Wilson/Pedro Ferrer/Marco Turk (lawyer) by L.P.J. 1977 December 8."" 

L.P.J. is Leonard J. Pitts. Mary Wilson talks about growing up in Detroit; how she feels after receiving the Golden Record; being in the second best selling group next to The Beatles; and what years with the Supremes have taught her. Marco Turc and Pedro Ferrer--involved with negotiating the legal matters with Motown--also provide insight on the legal details of Mary's leaving the Supremes, as they continue to record as a group.|~|Collection PASC 342, Box 59",,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg,(1 audiocassette; Duration: 01:03:14),,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvz4v/manifest,
