Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.creator,Name.subject,Name.contributor,Rights.servicesContact,Language,Type.genre,Subject,Rights.notice,Name.repository,viewingHint,Text direction,Visibility,IIIF Range,Title,Date.creation,Date.normalized,Description.caption,Description.note,Description.abstract,Date.publication,IIIF Manifest URL
Faderman (Lillian) Collection,ark:/21198/zz0017m3q0,ark:/21198/zz000s2z7w,2,Completed,Work,,32,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m3rh,text,copyrighted,,unpublished,,,"Guarnaschelli, Maria",,"Faderman, Lillian|~|William Morrow and Company, Inc.",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History,N,,individuals,,private,,Letter Regarding Italian Rights and Contacts,"September 9, 1981",1981-09-09,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017m3q0/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017m3s1,ark:/21198/zz000s2z7w,2,Completed,Work,,33,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m3tj,text,copyrighted,N,unpublished,,,"Guarnaschelli, Maria",,"Faderman, Lillian|~|William Morrow and Company, Inc.",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,private,,Letter Regarding Advertising in William Morrow Company Catalog and Sales,"September 11, 1981",1981-09-11,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017m3s1/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017m3v2,ark:/21198/zz000s2z7w,2,Completed,Work,,36,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m3wk,text,copyrighted,N,unpublished,,,"Guarnaschelli, Maria",,"Faderman, Lillian|~|William Morrow and Company, Inc.",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,private,,Letter of Congratulations for Distinguished Professor Nomination,"November 25, 1981",1981-11-25,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017m3v2/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017m3x3,ark:/21198/zz000s2z7w,2,Completed,Work,,39,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m3zm,text,copyrighted,N,unpublished,,,"Guarnaschelli, Maria",,"Faderman, Lillian|~|William Morrow and Company, Inc.",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers,,,individuals,,private,,Letter Regarding Printing,"February 23, 1982",1982-02-23,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017m3x3/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mng3,ark:/21198/zz000s2z7w,2,Completed,Work,,40,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mnhm,text,copyrighted,Y,unpublished,,,"Faderman, Lillian",,,,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Homosexuality--History,,,individuals,,,,"Letter Regarding ""Passing Woman"" Murray Hall","February 23, 1982",1982-02-23,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mng3/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n67n,ark:/21198/zz000s2z7w,2,Completed,Work,,19,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n685,text,copyrighted,N,unpublished,United States,,"Guarnaschelli, Maria",,"Faderman, Lillian",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,private,,Letter Regarding Enthusiasm for Book,"February 13, 1981",1981-02-13,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n67n/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017q0b6,ark:/21198/zz000s2z7w,2,Completed,Work,,12,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017q0cq,text,copyrighted,Y,unpublished,,,"Faderman, Lillian",,"Guarnaschelli, Maria",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,,,Letter Regarding Galleys,"October 15, 1980",1980-10-15,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017q0b6/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017q4rb,ark:/21198/zz000s2z7w,2,Completed,Work,,29,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017q4sv,text,copyrighted,N,unpublished,San Diego (Calif.)|~|Los Angeles (Calif.)|~|San Francisco (Calif.)|~|Edinburgh (Scotland),,"Dijkstra, Sandra",,"Faderman, Lillian",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,private,,Letter Regarding Advertising and Contract,"July 13, 1981",1981-07-13,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017q4rb/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017q89j,ark:/21198/zz000s2z7w,2,Completed,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r22g,text,copyrighted,Y,unpublished,United States,,"Faderman, Lillian",,"Hull, Helen R. (Helen Rose), 1888-1971|~|Feminist Press",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,,,Letter to Request Feminist Press Reprint Book with Introduction,"February 12, 1978",1978-02-12,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017q89j/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r24h,ark:/21198/zz000s2z7w,2,Completed,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r251,text,copyrighted,N,unpublished,United States,,"Zimmerman, Sophie",,"Faderman, Lillian|~|Hull, Helen R. (Helen Rose), 1888-1971|~|Feminist Press",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,private,,Response to Letter to Request Feminist Press Reprint Book with Introduction,"March 29, 1978",1978-03-29,,Rights.statementLocal: Potential copyright issue with the reproduction of flyers. Permission unknown.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r24h/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r26j,ark:/21198/zz000s2z7w,2,Completed,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r28k,text,copyrighted,Y,unpublished,United States,,"Faderman, Lillian",,"Hull, Helen R. (Helen Rose), 1888-1971|~|Feminist Press",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,,,Letter Outlining Proposed Introduction,"March 31, 1978",1978-03-31,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r26j/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r293,ark:/21198/zz000s2z7w,2,Completed,Work,,7,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r2bm,text,copyrighted,N,unpublished,United States,,"Dijkstra, Sandra",,"Faderman, Lillian",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Outlining Contract and Fees on Royalties,"May 15, 1979",1979-05-15,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r293/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r2dn,ark:/21198/zz000s2z7w,2,Completed,Work,,8,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r2f5,text,copyrighted,N,unpublished,United States,,"Guarnaschelli, Maria",,"Faderman, Lillian|~|William Morrow and Company, Inc.",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Inquiring as to Manuscript Completing and Outlining Process,"January 31, 1980",1980-01-31,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r2dn/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r2gp,ark:/21198/zz000s2z7w,2,Completed,Work,,13,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r2h6,text,copyrighted,N,unpublished,United States,,"Katz, Jonathan",,"Faderman, Lillian|~|Guarnaschelli, Maria",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter With Review Blurbs and Request for Review Copy of Book,"November 18, 1980",1980-11-18,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Item includes personal information (author's address).,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r2gp/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r2k7,ark:/21198/zz000s2z7w,2,Completed,Work,,14,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r2mr,text,copyrighted,N,unpublished,United States,,"Rich, Adrienne",,"Faderman, Lillian",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Inability to Comment or Review Book,"November 20, 1980",1980-11-20,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r2k7/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r2n8,ark:/21198/zz000s2z7w,2,Completed,Work,,15,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r2q9,text,copyrighted,N,unpublished,United States,,"Unknown|~|Faderman, Lillian",,"Faderman, Lillian",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Requesting Review and Letter Agreeing to Review Book,"November 27, 1980",1980-11-27,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Item contains letters from two people on one paper. One author only signed first name (need to confirm author's last name),,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r2n8/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r2sb,ark:/21198/zz000s2z7w,2,Completed,Work,,18,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r2tv,text,copyrighted,N,unpublished,United States,,"Dijkstra, Sandra",,"Faderman, Lillian|~|Guarnaschelli, Maria",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Reviews and Quotes for Book,"February 5, 1981",1981-02-05,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r2sb/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r2xd,ark:/21198/zz000s2z7w,2,Completed,Work,,23,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r2zx,text,copyrighted,N,unpublished,United States,,"Dijkstra, Sandra",,"Faderman, Lillian",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter With Suggestions for Trip Abroad,"April 22, 1981",1981-04-22,,Rights.statementLocal: Item includes personal information (author's address).|~|Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r2xd/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r30x,ark:/21198/zz000s2z7w,2,Completed,Work,,27,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r31f,text,copyrighted,N,unpublished,United States,,"Osiecki, Alice",,"Faderman, Lillian|~|William Morrow and Company, Inc.|~|Junction Books",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Agreement for British Publication,"June 16, 1981",1981-06-16,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Item includes personal information (author's address).,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r30x/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r3g5,ark:/21198/zz000s2z7w,2,Completed,Work,,28,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r3j6,text,copyrighted,N,unpublished,United States,,"Guarnaschelli, Maria",,"Faderman, Lillian|~|William Morrow and Company, Inc.|~|WomanBooks",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Research and Speaking Engagements,"June 30, 1981",1981-06-30,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r3g5/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r3kq,ark:/21198/zz000s2z7w,2,Completed,Work,,30,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r3m7,text,copyrighted,N,unpublished,United States,,"Dijkstra, Sandra",,"Faderman, Lillian|~|William Morrow and Company, Inc.|~|Osiecki, Alice",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter with Questions Regarding British Rights and Publication,"July 16, 1981",1981-07-16,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r3kq/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r3nr,ark:/21198/zz000s2z7w,2,Completed,Work,,31,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r3p8,text,copyrighted,N,unpublished,United States,,"Osiecki, Alice",,"Faderman, Lillian|~|Dijkstra, Sandra|~|William Morrow and Company, Inc.",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Italian Translation and Publishing,"September 8, 1981",1981-09-08,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Item includes personal information (author's address).,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r3nr/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r3r9,ark:/21198/zz000s2z7w,2,Completed,Work,,35,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r3st,text,copyrighted,N,unpublished,United States,,"Dijkstra, Sandra",,"Faderman, Lillian|~|Guarnaschelli, Maria",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,"Letter Regarding Translation, Brochure, Speaking Engagements","October 26, 1981",1981-10-26,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r3r9/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r3tb,ark:/21198/zz000s2z7w,2,Completed,Work,,37,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r3vv,text,copyrighted,N,unpublished,United States,,"Osiecki, Alice",,"Faderman, Lillian|~|Dijkstra, Sandra",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding British Publication and Sales,"November 30, 1981",1981-11-30,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Item includes personal information (author's address).,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r3tb/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017r3xw,ark:/21198/zz000s2z7w,2,Completed,Work,,38,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r3zd,text,copyrighted,N,unpublished,United States,,"Dijkstra, Sandra",,"Faderman, Lillian|~|Guarnaschelli, Maria",,,eng,letters (correspondence),Correspondence and Information - Agents and Publishers|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding British Publication and Brochure,"December 8, 1981",1981-12-08,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r3xw/manifest
