"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Text direction","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_001.tif","1","","Front cover","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/sw43zc5x","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fsw43zc5x",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_002.tif","2","","Page spread 1","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/h008p740","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fh008p740",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_003.tif","3","","Page spread 2","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/hq11sf52","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fhq11sf52",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_004.tif","4","","Page spread 3","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/pp08t512","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fpp08t512",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_005.tif","5","","Page spread 4","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/r561km34","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fr561km34",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_006.tif","6","","Page spread 5","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/m130cp0d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fm130cp0d",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_007.tif","7","","Page spread 6","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/t782tc9s","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Ft782tc9s",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_008.tif","8","","Page spread 7","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/sp936f14","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fsp936f14",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_009.tif","9","","Page spread 8","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/sm13n143","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fsm13n143",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_010.tif","10","","Page spread 9","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/cp48h463","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fcp48h463",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_011.tif","11","","Page spread 10","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/nr369p11","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fnr369p11",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_012.tif","12","","Page spread 11","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/rr78jz2d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Frr78jz2d",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_013.tif","13","","Page spread 12","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/dx14801w","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fdx14801w",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_014.tif","14","","Page spread 13","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/zb31w08j","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fzb31w08j",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_015.tif","15","","Page spread 14","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/zq12hq98","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fzq12hq98",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_016.tif","16","","Page spread 15","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/5c072v0v","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2F5c072v0v",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_017.tif","17","","Page spread 16","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/rf63pv27","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Frf63pv27",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_018.tif","18","","Page spread 17","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/z361dk5q","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fz361dk5q",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_019.tif","19","","Page spread 18","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/k366wj5c","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fk366wj5c",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_020.tif","20","","Page spread 19","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/m8574s4q","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fm8574s4q",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B08_bib1728441_vol04/uclaeal_wahon_B08_bib1728441_vol04_021.tif","21","","Page spread 20","","","","ark:/21198/n1vw3k","ark:/21198/n1vw3k/kw38b18z","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2Fkw38b18z",""
