"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Creator","Contributor","Publisher","Publisher.place","volume/year","issue","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Medium","Insitution/Repository","collection name","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Abstract","Subject.topic","Bucketeer State","IIIF Access URL"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/DurbanArtGallery_001.tif","Page","Page 1","1","ark:/21198/z1qg0tp4","ark:/21198/z1fx9b9t","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx9b9t"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/DurbanArtGallery_002.tif","Page","Page 2","2","ark:/21198/z1qg0tp4","ark:/21198/z1b878xt","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b878xt"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_01_001.tif","Page","Page 1","1","ark:/21198/z1224vj7","ark:/21198/z16h6j8d","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6j8d"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_01_002.tif","Page","Page 2","2","ark:/21198/z1224vj7","ark:/21198/z12r5sjp","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5sjp"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_01_003.tif","Page","Page 3","3","ark:/21198/z1224vj7","ark:/21198/z1z05906","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z05906"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_02_001.tif","Page","Page 1","1","ark:/21198/z1x94c1w","ark:/21198/z1t74j71","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74j71"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_02_002.tif","Page","Page 2","2","ark:/21198/z1x94c1w","ark:/21198/z1pg3sh9","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3sh9"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_02_003.tif","Page","Page 3","3","ark:/21198/z1x94c1w","ark:/21198/z1jq31vv","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq31vv"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_03_001.tif","Page","Page 1","1","ark:/21198/z1sj3mc2","ark:/21198/z1f210g8","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f210g8"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_03_002.tif","Page","Page 2","2","ark:/21198/z1sj3mc2","ark:/21198/z19907vw","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19907vw"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_04_001.tif","Page","Page 1","1","ark:/21198/z1ns2vrp","ark:/21198/z15h9h3k","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h9h3k"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_04_002.tif","Page","Page 2","2","ark:/21198/z1ns2vrp","ark:/21198/z11r8rbd","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8rbd"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_04_003.tif","Page","Page 3","3","ark:/21198/z1ns2vrp","ark:/21198/z1x087sh","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x087sh"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_04_004.tif","Page","Page 4","4","ark:/21198/z1ns2vrp","ark:/21198/z1s77h3n","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s77h3n"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_05_001.tif","Page","Page 1","1","ark:/21198/z1j40tbn","ark:/21198/z1ng6rg8","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6rg8"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_05_002.tif","Page","Page 2","2","ark:/21198/z1j40tbn","ark:/21198/z1ht4q4t","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4q4t"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_05_003.tif","Page","Page 3","3","ark:/21198/z1j40tbn","ark:/21198/z1d23zg9","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23zg9"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_05_004.tif","Page","Page 4","4","ark:/21198/z1j40tbn","ark:/21198/z18936rz","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18936rz"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_06_001.tif","Page","Page 1","1","ark:/21198/z1dc02qn","ark:/21198/z14j2fzb","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j2fzb"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_06_002.tif","Page","Page 2","2","ark:/21198/z1dc02qn","ark:/21198/z10s1q6k","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1q6k"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_06_003.tif","Page","Page 3","3","ark:/21198/z1dc02qn","ark:/21198/z1w116qk","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w116qk"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_07_001.tif","Page","Page 1","1","ark:/21198/z18k99xg","ark:/21198/z1rb95ck","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb95ck"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_07_002.tif","Page","Page 2","2","ark:/21198/z18k99xg","ark:/21198/z1mk8dqr","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk8dqr"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_07_003.tif","Page","Page 3","3","ark:/21198/z18k99xg","ark:/21198/z1gt7p2b","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7p2b"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_07_004.tif","Page","Page 4","4","ark:/21198/z18k99xg","ark:/21198/z1c26xbx","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26xbx"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_08_001.tif","Page","Page 1","1","ark:/21198/z14t8k65","ark:/21198/z17965h7","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17965h7"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_08_002.tif","Page","Page 2","2","ark:/21198/z14t8k65","ark:/21198/z13j5dr2","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j5dr2"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_09_001.tif","Page","Page 1","1","ark:/21198/z1127tdv","ark:/21198/z1zs4xbp","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4xbp"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_09_002.tif","Page","Page 2","2","ark:/21198/z1127tdv","ark:/21198/z1v42vzp","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42vzp"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_10_001.tif","Page","Page 1","1","ark:/21198/z1w97b0v","ark:/21198/z1qc249n","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc249n"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_10_002.tif","Page","Page 2","2","ark:/21198/z1w97b0v","ark:/21198/z1km1cp8","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km1cp8"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_11_001.tif","Page","Page 1","1","ark:/21198/z1rn58mj","ark:/21198/z1fv0mwn","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0mwn"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_11_002.tif","Page","Page 2","2","ark:/21198/z1rn58mj","ark:/21198/z1b29w4n","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29w4n"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_12_001.tif","Page","Page 1","1","ark:/21198/z1mw4hzq","ark:/21198/z16994bd","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16994bd"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_12_002.tif","Page","Page 2","2","ark:/21198/z1mw4hzq","ark:/21198/z12j8cn4","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j8cn4"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_13_001.tif","Page","Page 1","1","ark:/21198/z1h43sb2","ark:/21198/z1xw6kk5","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6kk5"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_13_002.tif","Page","Page 2","2","ark:/21198/z1h43sb2","ark:/21198/z1t45txn","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45txn"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_14_001.tif","Page","Page 1","1","ark:/21198/z1cc31k8","ark:/21198/z1pc5375","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5375"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_14_002.tif","Page","Page 2","2","ark:/21198/z1cc31k8","ark:/21198/z1jm4bhf","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4bhf"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_15_001.tif","Page","Page 1","1","ark:/21198/z17m28r6","ark:/21198/z1dv3kpc","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3kpc"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_15_002.tif","Page","Page 2","2","ark:/21198/z17m28r6","ark:/21198/z1932txh","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932txh"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_16_001.tif","Page","Page 1","1","ark:/21198/z13v1j0f","ark:/21198/z15b238g","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b238g"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_16_002.tif","Page","Page 2","2","ark:/21198/z13v1j0f","ark:/21198/z11p01xm","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p01xm"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_17_001.tif","Page","Page 1","1","ark:/21198/z1030sbx","ark:/21198/z1ww9jj4","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9jj4"
"Masters/othermasters/DEPsouthafrica/sa_embroideries/images/tiffs/sa_embroidery_2011-08_17_002.tif","Page","Page 2","2","ark:/21198/z1030sbx","ark:/21198/z1s48sv5","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48sv5"
