File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_001.tif,Page,Page 1,1,ark:/21198/z1c845d1,ark:/21198/z1z33tz7,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33tz7
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_002.tif,Page,Page 2,2,ark:/21198/z1c845d1,ark:/21198/z1tf1skb,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1skb
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_003.tif,Page,Page 3,3,ark:/21198/z1c845d1,ark:/21198/z1pp11zb,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp11zb
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_004.tif,Page,Page 4,4,ark:/21198/z1c845d1,ark:/21198/z1jx0954,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0954
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_005.tif,Page,Page 5,5,ark:/21198/z1c845d1,ark:/21198/z1f49jc8,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49jc8
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_006.tif,Page,Page 6,6,ark:/21198/z1c845d1,ark:/21198/z19c8sm3,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8sm3
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_007.tif,Page,Page 7,7,ark:/21198/z1c845d1,ark:/21198/z15m81x6,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m81x6
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_008.tif,Page,Page 8,8,ark:/21198/z1c845d1,ark:/21198/z11v797b,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v797b
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_009.tif,Page,Page 9,9,ark:/21198/z1c845d1,ark:/21198/z1x65h64,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x65h64
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_010.tif,Page,Page 10,10,ark:/21198/z1c845d1,ark:/21198/z1sf4rhv,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4rhv
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_011.tif,Page,Page 11,11,ark:/21198/z1c845d1,ark:/21198/z1np40qm,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np40qm
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_012.tif,Page,Page 12,12,ark:/21198/z1c845d1,ark:/21198/z1hx37x0,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx37x0
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_013.tif,Page,Page 13,13,ark:/21198/z1c845d1,ark:/21198/z1d52h5j,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52h5j
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_014.tif,Page,Page 14,14,ark:/21198/z1c845d1,ark:/21198/z18d1rg8,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1rg8
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_015.tif,Page,Page 15,15,ark:/21198/z1c845d1,ark:/21198/z14n10v8,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n10v8
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_016.tif,Page,Page 16,16,ark:/21198/z1c845d1,ark:/21198/z10z8zjb,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z8zjb
