File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_001.tif,Page,Page 1,1,ark:/21198/z13r2p0f,ark:/21198/z1t74cnb,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74cnb
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_002.tif,Page,Page 2,2,ark:/21198/z13r2p0f,ark:/21198/z1pg3mxm,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3mxm
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_003.tif,Page,Page 3,3,ark:/21198/z13r2p0f,ark:/21198/z1jq2w86,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2w86
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_004.tif,Page,Page 4,4,ark:/21198/z13r2p0f,ark:/21198/z1f20txn,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20txn
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_005.tif,Page,Page 5,5,ark:/21198/z13r2p0f,ark:/21198/z1990392,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1990392
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_006.tif,Page,Page 6,6,ark:/21198/z13r2p0f,ark:/21198/z15h9bks,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h9bks
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_007.tif,Page,Page 7,7,ark:/21198/z13r2p0f,ark:/21198/z11r8ktm,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8ktm
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_008.tif,Page,Page 8,8,ark:/21198/z13r2p0f,ark:/21198/z1x08384,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x08384
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_009.tif,Page,Page 9,9,ark:/21198/z13r2p0f,ark:/21198/z1s77bjd,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s77bjd
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_010.tif,Page,Page 10,10,ark:/21198/z13r2p0f,ark:/21198/z1ng6kx1,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6kx1
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_011.tif,Page,Page 11,11,ark:/21198/z13r2p0f,ark:/21198/z1ht4jj4,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4jj4
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_012.tif,Page,Page 12,12,ark:/21198/z13r2p0f,ark:/21198/z1d23swm,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23swm
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_013.tif,Page,Page 13,13,ark:/21198/z13r2p0f,ark:/21198/z1893264,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1893264
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_014.tif,Page,Page 14,14,ark:/21198/z13r2p0f,ark:/21198/z14j29c2,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j29c2
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_015.tif,Page,Page 15,15,ark:/21198/z13r2p0f,ark:/21198/z10s1jmw,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1jmw
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_016.tif,Page,Page 16,16,ark:/21198/z13r2p0f,ark:/21198/z1w11249,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w11249
