File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_001.tif,Page,Page 1,1,ark:/21198/z12r5mvn,ark:/21198/z1350fm0,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350fm0
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_002.tif,Page,Page 2,2,ark:/21198/z12r5mvn,ark:/21198/z1zc9z62,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9z62
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_003.tif,Page,Page 3,3,ark:/21198/z12r5mvn,ark:/21198/z1tm96dt,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm96dt
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_004.tif,Page,Page 4,4,ark:/21198/z12r5mvn,ark:/21198/z1pv8fm6,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8fm6
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_005.tif,Page,Page 5,5,ark:/21198/z12r5mvn,ark:/21198/z1k37pvb,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37pvb
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_006.tif,Page,Page 6,6,ark:/21198/z12r5mvn,ark:/21198/z1fb6z6x,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6z6x
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_007.tif,Page,Page 7,7,ark:/21198/z12r5mvn,ark:/21198/z19k66jg,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k66jg
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_008.tif,Page,Page 8,8,ark:/21198/z12r5mvn,ark:/21198/z15x455k,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x455k
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_009.tif,Page,Page 9,9,ark:/21198/z12r5mvn,ark:/21198/z1253dh2,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253dh2
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_010.tif,Page,Page 10,10,ark:/21198/z12r5mvn,ark:/21198/z1xd2wzg,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2wzg
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_011.tif,Page,Page 11,11,ark:/21198/z12r5mvn,ark:/21198/z1sn2563,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn2563
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_012.tif,Page,Page 12,12,ark:/21198/z12r5mvn,ark:/21198/z1nw1dfx,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1dfx
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_013.tif,Page,Page 13,13,ark:/21198/z12r5mvn,ark:/21198/z1j40nsd,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40nsd
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_014.tif,Page,Page 14,14,ark:/21198/z12r5mvn,ark:/21198/z1db9x5w,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9x5w
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_015.tif,Page,Page 15,15,ark:/21198/z12r5mvn,ark:/21198/z18p7vsk,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7vsk
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_Nov1941_016.tif,Page,Page 16,16,ark:/21198/z12r5mvn,ark:/21198/z14x7433,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x7433
