File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_001.tif,Page,Page 1,1,ark:/21198/z1mp6zc5,ark:/21198/z1321r6p,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321r6p
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_002.tif,Page,Page 2,2,ark:/21198/z1mp6zc5,ark:/21198/z1z917px,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z917px
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_003.tif,Page,Page 3,3,ark:/21198/z1mp6zc5,ark:/21198/z1tj0gxr,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0gxr
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_004.tif,Page,Page 4,4,ark:/21198/z1mp6zc5,ark:/21198/z1pr9r6w,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9r6w
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_005.tif,Page,Page 5,5,ark:/21198/z1mp6zc5,ark:/21198/z1k090k6,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k090k6
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_006.tif,Page,Page 6,6,ark:/21198/z1mp6zc5,ark:/21198/z1fb6z5g,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6z5g
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_007.tif,Page,Page 7,7,ark:/21198/z1mp6zc5,ark:/21198/z19k66h1,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k66h1
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_008.tif,Page,Page 8,8,ark:/21198/z1mp6zc5,ark:/21198/z15t5ftr,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5ftr
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_009.tif,Page,Page 9,9,ark:/21198/z1mp6zc5,ark:/21198/z1224q1v,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224q1v
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_010.tif,Page,Page 10,10,ark:/21198/z1mp6zc5,ark:/21198/z1x946h3,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x946h3
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_011.tif,Page,Page 11,11,ark:/21198/z1mp6zc5,ark:/21198/z1sj3ftt,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3ftt
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_012.tif,Page,Page 12,12,ark:/21198/z1mp6zc5,ark:/21198/z1ns2q6v,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2q6v
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_013.tif,Page,Page 13,13,ark:/21198/z1mp6zc5,ark:/21198/z1j40nrz,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40nrz
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_014.tif,Page,Page 14,14,ark:/21198/z1mp6zc5,ark:/21198/z1db9x4f,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9x4f
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_015.tif,Page,Page 15,15,ark:/21198/z1mp6zc5,ark:/21198/z18k95cn,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k95cn
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_016.tif,Page,Page 16,16,ark:/21198/z1mp6zc5,ark:/21198/z14t8dnx,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8dnx
