File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_001.tif,Page,Page 1,1,ark:/21198/z1ks8mq0,ark:/21198/z13f6jwv,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6jwv
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_002.tif,Page,Page 2,2,ark:/21198/z1ks8mq0,ark:/21198/z1zp62dz,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp62dz
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_003.tif,Page,Page 3,3,ark:/21198/z1ks8mq0,ark:/21198/z1tx59p7,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx59p7
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_004.tif,Page,Page 4,4,ark:/21198/z1ks8mq0,ark:/21198/z1q54jvg,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54jvg
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_005.tif,Page,Page 5,5,ark:/21198/z1ks8mq0,ark:/21198/z1kd3t3q,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3t3q
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_006.tif,Page,Page 6,6,ark:/21198/z1ks8mq0,ark:/21198/z1fn32f8,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn32f8
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_007.tif,Page,Page 7,7,ark:/21198/z1ks8mq0,ark:/21198/z19w29tw,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w29tw
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_008.tif,Page,Page 8,8,ark:/21198/z1ks8mq0,ark:/21198/z16708gr,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16708gr
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_009.tif,Page,Page 9,9,ark:/21198/z1ks8mq0,ark:/21198/z12f9hsx,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9hsx
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_010.tif,Page,Page 10,10,ark:/21198/z1ks8mq0,ark:/21198/z1xp9174,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp9174
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_011.tif,Page,Page 11,11,ark:/21198/z1ks8mq0,ark:/21198/z1sx88fh,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx88fh
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_012.tif,Page,Page 12,12,ark:/21198/z1ks8mq0,ark:/21198/z1p57hq3,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p57hq3
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_013.tif,Page,Page 13,13,ark:/21198/z1ks8mq0,ark:/21198/z1jd6s2p,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6s2p
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_014.tif,Page,Page 14,14,ark:/21198/z1ks8mq0,ark:/21198/z1dr4qqt,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4qqt
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_Aug1941_015.tif,Page,Page 15,15,ark:/21198/z1ks8mq0,ark:/21198/z1904023,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1904023
