"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","viewingHint","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Name.repository","Subject","Name.printer","Name.creator","Editor","Type.genre","Author","Title","Representative image","Masthead","Date.creation","Format.extent","Description.note","Publisher.publisherName","Date.normalized","Format.dimensions","AltTitle.uniform","Description.abstract","AltIdentifier.OPAC","AltTitle.other","AltIdentifier.oclc","Place of origin","Local identifier","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zkz","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zkz-1-master.tif","80","","","text","pd","","","","","","","","Maffilico promontorio","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zkz",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zmg","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zmg-1-master.tif","81","","","text","pd","","","","","","","","blank page","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zmg",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zn0","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zn0-1-master.tif","82","","","text","pd","","","","","","","","VIBII SEQuESTRISDE","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zn0",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zph","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zph-1-master.tif","83","","","text","pd","","","","","","","","Albis Germaniæ","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zph",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zq1","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zq1-1-master.tif","84","","","text","pd","","","","","","","","Cruftinium : aquo","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zq1",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zrj","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zrj-1-master.tif","85","","","text","pd","","","","","","","","as. Afium","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zrj",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zs2","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zs2-1-master.tif","86","","","text","pd","","","","","","","","Nilus ægypti","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zs2",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098ztk","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098ztk-1-master.tif","87","","","text","pd","","","","","","","","Sapis italiæ","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ztk",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zv3","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zv3-1-master.tif","88","","","text","pd","","","","","","","","Caftalius delphis","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zv3",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zwm","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zwm-1-master.tif","89","","","text","pd","","","","","","","","Angitiæ uel","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zwm",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zx4","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zx4-1-master.tif","90","","","text","pd","","","","","","","","Bebius campaniæ","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zx4",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zzn","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zzn-1-master.tif","91","","","text","pd","","","","","","","","Neritos ithacæ","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zzn",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00099003","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00099003-1-master.tif","92","","","text","pd","","","","","","","","Aegypti partis","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099003",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz0009901m","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz0009901m-1-master.tif","93","","","text","pd","","","","","","","","Prouinciæ totius","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009901m",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00099024","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00099024-1-master.tif","94","","","text","pd","","","","","","","","Lybia","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099024",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz0009903n","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz0009903n-1-master.tif","95","","","text","pd","","","","","","","","Hyrcania","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009903n",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00099045","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00099045-1-master.tif","96","","","text","pd","","","","","","","","cus cicatritofus","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099045",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz0009905p","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz0009905p-1-master.tif","97","","","text","pd","","","","","","","","blank page","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009905p",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00099066","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00099066-1-master.tif","98","","","text","pd","","","","","","","","back cover","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099066",""
