Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Content disclaimer,Visibility,IIIF Access URL,Rights.copyrightStatus,Rights.statementLocal,Rights.countryCreation,Rights.creatorCorporate,Name.creator,Subject.descriptiveTopic,Type.typeOfResource,Type.genre,Name.repository,Name.performer,Name.composer,Rights.servicesContact,Description.note,Title,AltIdentifier.local,Date.creation,Format.dimensions,Format.medium,Relation.isPartOf,Date.digitized,Format.extent,Description.tableOfContents,Description.abstract,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz0009317h,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz0009317h-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/31/7h/21198=zz0009317h/ark%2B=21198=zz0009317h.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Recorded by: Jim Krueger; John Ellis|~|Performer: Bill & Ken Howard|~|Location: Newport Beach.|~|Title from tape: Krueger * Ellis * Surfing Lore,"Parody on ""Chisholm Train"" - Got to Go Surfing Today",clym200203acwf_srf011-60_side2-04,1960-01,7 in.,"sound tape reels : 7 1/2 ips, two track, mono.",Archive of California and Western Folklore,,02m 30s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0009317h%2Faudiowaveform.dat,,,150.912,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009317h/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz00093181,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz00093181-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/31/81/21198=zz00093181/ark%2B=21198=zz00093181.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Location: Newport Beach.|~|Recorded by: Jim Krueger; John Ellis|~|Title from tape: Krueger * Ellis * Surfing Lore|~|Performers: Roger Rogers; Logan Lockabee,Regional Song,clym200203acwf_srf011-60_side2-05,1960-01,7 in.,"sound tape reels : 7 1/2 ips, two track, mono.",Archive of California and Western Folklore,,02m 57s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093181%2Faudiowaveform.dat,,,177.429333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093181/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz0009320c,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz0009320c-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/32/0c/21198=zz0009320c/ark%2B=21198=zz0009320c.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Performer: Logan Lockabee|~|Location: Newport Beach.|~|Recorded by: Jim Krueger; John Ellis|~|Title from tape: Krueger * Ellis * Surfing Lore,Native Islander Rowing Song,clym200203acwf_srf011-60_side2-06,1960-01,7 in.,"sound tape reels : 7 1/2 ips, two track, mono.",Archive of California and Western Folklore,,02m 15s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0009320c%2Faudiowaveform.dat,,,135.04,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009320c/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz0009321w,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz0009321w-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/32/1w/21198=zz0009321w/ark%2B=21198=zz0009321w.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Location: Newport Beach.|~|Recorded by: Jim Krueger; John Ellis|~|Title from tape: Krueger * Ellis * Surfing Lore|~|Performer: Logan Lockabee,Alorna,clym200203acwf_srf011-60_side2-07,1960-01,7 in.,"sound tape reels : 7 1/2 ips, two track, mono.",Archive of California and Western Folklore,,04m 34s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0009321w%2Faudiowaveform.dat,,,274.197333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009321w/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz0009322d,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz0009322d-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/32/2d/21198=zz0009322d/ark%2B=21198=zz0009322d.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Recorded by: Jim Krueger; John Ellis|~|Location: Newport Beach.|~|Title from tape: Krueger * Ellis * Surfing Lore|~|Performer: Roger Rogers,The Kings (sic) Castration,clym200203acwf_srf011-60_side2-08,1960-01,7 in.,"sound tape reels : 7 1/2 ips, two track, mono.",Archive of California and Western Folklore,,01m 25s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0009322d%2Faudiowaveform.dat,,,85.952,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009322d/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz0009323x,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz0009323x-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/32/3x/21198=zz0009323x/ark%2B=21198=zz0009323x.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Recorded by: Jim Krueger; John Ellis|~|Location: Newport Beach.|~|Title from tape: Krueger * Ellis * Surfing Lore|~|Performer: Logan Lockabee,Little Red Riding Hood,clym200203acwf_srf011-60_side2-09,1960-01,7 in.,"sound tape reels : 7 1/2 ips, two track, mono.",Archive of California and Western Folklore,,01m 32s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0009323x%2Faudiowaveform.dat,,,92.224,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009323x/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz0009324f,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz0009324f-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/32/4f/21198=zz0009324f/ark%2B=21198=zz0009324f.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Recorded by: Jim Krueger; John Ellis|~|Location: Newport Beach.|~|Title from tape: Krueger * Ellis * Surfing Lore|~|Performer: Logan Lockabee,Surfing Parody on Cowboy's Lament-Streets of Laredo,clym200203acwf_srf011-60_side2-10,1960-01,7 in.,"sound tape reels : 7 1/2 ips, two track, mono.",Archive of California and Western Folklore,,03m 43s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0009324f%2Faudiowaveform.dat,,,223.957333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009324f/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz0009325z,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz0009325z-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/32/5z/21198=zz0009325z/ark%2B=21198=zz0009325z.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Recorded by: Jim Krueger; John Ellis|~|Location: Newport Beach.|~|Title from tape: Krueger * Ellis * Surfing Lore|~|Performers: Roger Rogers; Billy Howard,Luci & Judy Me Whore,clym200203acwf_srf011-60_side2-11,1960-01,7 in.,"sound tape reels : 7 1/2 ips, two track, mono.",Archive of California and Western Folklore,,02m 53s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0009325z%2Faudiowaveform.dat,,,173.824,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009325z/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz0009326g,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz0009326g-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/32/6g/21198=zz0009326g/ark%2B=21198=zz0009326g.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Performers: Dr. Hand; Dr. Puhvel|~|Title from tape: Scope Unlimited * Dr. Hand * Dr. Puhvel|~|Scope Unlimitted / KRLA Radio,Dicsussion of Folklore and Mythology,clym200203acwf_srf001A-61_side1-01,1961-12-03,7 in.,"sound tape reels : 7 1/2 ips, full track, mono.",Archive of California and Western Folklore,,29m 46s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0009326g%2Faudiowaveform.dat,,,1786.026667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009326g/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz00093270,ark:/21198/zz00089bvf,2,Completed,Work,wilgus/audio/masters/21198-zz00093270-1-master.wav,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/32/70/21198=zz00093270/ark%2B=21198=zz00093270.mp4{},copyrighted,,,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Performer: Doc Hopkins|~|Fatal Derby Day;Legend of the Robin’s Red Breast;Comments on Singing Style.|~|Title from tape: Hopkins,Hopkins,clym200203acwf_srf002-61_side1-01,,7 in.,"sound tape reels : 7 1/2 ips (?), two track, mono.",Archive of California and Western Folklore,,14m 02s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093270%2Faudiowaveform.dat,,,842.069333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093270/manifest
