"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Language","Rights.publicationStatus","Subject.conceptTopic","Name.contributor","Type.genre","Title","Date.normalized","Date.creation","AltTitle.uniform","Alt ID.oclc","Description.note","OPAC URL","Place of origin","Publisher.publisherName","Format.extent","Alt ID.lccn","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Organizacion Obrera, La","ark:/21198/zz00292q6z","ark:/21198/zz00292q5f","2","Completed","Page","organ/image/21198-zz00292q6z_1964608_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q6z",""
"Organizacion Obrera, La","ark:/21198/zz00292q7g","ark:/21198/zz00292q5f","2","Completed","Page","organ/image/21198-zz00292q7g_1964612_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q7g",""
"Organizacion Obrera, La","ark:/21198/zz00292q80","ark:/21198/zz00292q5f","2","Completed","Page","organ/image/21198-zz00292q80_1964617_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q80",""
"Organizacion Obrera, La","ark:/21198/zz00292q9h","ark:/21198/zz00292q5f","2","Completed","Page","organ/image/21198-zz00292q9h_1964621_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q9h",""
