Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.creator,Name.subject,Name.contributor,Rights.servicesContact,Language,Type.genre,Subject,Rights.notice,Name.repository,viewingHint,Text direction,Visibility,IIIF Range,Title,Date.creation,Date.normalized,Description.caption,Description.note,Description.abstract,Date.publication,IIIF Manifest URL
Faderman (Lillian) Collection,ark:/21198/zz0017kkjq,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kkk7,text,copyrighted,N,unpublished,United States,,"Kehde, Suzanne",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter In Support of Nomination of Faderman to CSU Distinguished Scholar,"November 19, 1981",1981-11-19,,Rights.statementLocal: Item includes personal information (author's address).|~|Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017kkjq/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017kkmr,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kkrt,text,copyrighted,N,unpublished,United States,,"Foucault, Michel",,"Faderman, Lillian",,,fre,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Declining Offer to Write a Preface to Surpassing the Love of Men,"December 15, 1981",1981-12-15,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017kkmr/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017kkn8,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kkps,text,copyrighted,N,unpublished,United States,,"Jones, Ann",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Requesting More Information Regarding Scotch Verdict Paper Read at Berkshire Conference,"June 23, 1981",1981-06-23,,Rights.statementLocal: Item includes personal information (author's address).|~|Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017kkn8/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017kktv,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kkxd,text,copyrighted,N,unpublished,United States,,"Cruikshank, Margaret",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter of Congratulations on Publication of Surpassing the Love of Men,1981,1981,,Rights.statementLocal: Item includes personal information (author's phone number).|~|Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017kktv/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017kkzx,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017km1f,text,copyrighted,N,unpublished,United States,,"Rich, Adrienne",,"Faderman, Lillian|~|Dickinson, Emily, 1830-1886",,,eng,,Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter of Thanks Regarding Dickinson Paper,Between 1977 and 1978,1977/1978,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017kkzx/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mhqs,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mhr9,text,copyrighted,N,unpublished,United States,,"Katz, Jonathan",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding MLA and Introductions in New York,"December 14, 1978",1978-12-14,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Item includes personal information (author's address and phone number).,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mhqs/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mp6f,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mph3,text,copyrighted,N,unpublished,Philadelphia (Pa.)|~|United States,,"Cunningham, John",,"Faderman, Lillian|~|American Library Association. $b Gay Task Force",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Nomination for the American Library Association Gay Book Award,"June 3, 1982",1982-06-03,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mp6f/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mp7z,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mpk4,text,copyrighted,N,unpublished,United States|~|Chicago (Ill.),,"Dunn-Rankin, Jonathan",,"Faderman, Lillian|~|Gay Academic Union, Inc.",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Receipt of the Gay Academic Union Literature Award,"September 28, 1982",1982-09-28,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mp7z/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mp8g,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mpmn,text,copyrighted,N,unpublished,Fresno (Calif.),,"Cagle, John A.",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter in Support of Nomination of Faderman to CSU Distinguished Professor,"October 27, 1982",1982-10-27,,Rights.statementLocal: Need to obtain permission to publish from original author.),,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mp8g/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mp90,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mpq6,text,copyrighted,N,unpublished,United States,,,"Gay Academic Union, Inc.","Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Homosexuality and literature|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Award Presented by Gay Academic Union,"October, 1982",1982-10,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mp90/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mpbh,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mprq,text,copyrighted,N,unpublished,Fresno (Calif.),,"Diestel, George",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter in Support of Nomination of Faderman to CSU Distinguished Professor,"November 22, 1982",1982-11-22,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mpbh/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mpc1,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mps7,text,copyrighted,N,unpublished,Fresno (Calif.),,"Levy, Sharon",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter of Congratulations on Receipt of Outstanding Professor Award,"April 26, 1983",1983-04-26,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mpc1/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mpdj,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mptr,text,copyrighted,N,unpublished,Fresno (Calif.),,"Campbell, Catherine",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter of Congratulations on Receipt of Outstanding Professor Award,"April 29, 1983",1983-04-29,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mpdj/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017mpf2,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017mpv8,text,copyrighted,N,unpublished,Fresno (Calif.),,,,"Faderman, Lillian",,,eng,,Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,private,,Award for CSU Distinguished Professor,1983,1983,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017mpf2/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n575,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n596,text,copyrighted,N,unpublished,United States,,"Morey, Frederick L., 1924-",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,private,,Letter Regarding MLA Seminar,"January, 1977",1977-01,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n575/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n5bq,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n5c7,text,copyrighted,N,unpublished,United States,,Unknown,,"Faderman, Lillian|~|Dickinson, Emily, 1830-1886",,,eng,letters (correspondence),Awards Correspondence and Fan Mail,,,individuals,,private,,Letter Regarding Emily Dickinson paper,"September 7, 1977",1977-09-07,,Rights.statementLocal: Original author unknown.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n5bq/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n5dr,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n5f8,text,copyrighted,N,unpublished,United States,,Unknown,,"Faderman, Lillian|~|Dickinson, Emily, 1830-1886",,,eng,letters (correspondence),Awards Correspondence and Fan Mail,,,individuals,,private,,Letter Regarding Emily Dickinson paper,"April 19, 1978",1978-04-19,,Rights.statementLocal: Original author unknown.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n5dr/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n5h9,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n5jt,text,copyrighted,N,unpublished,United States,,"Fischer, Mildred",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History,,,individuals,,private,,Letter Regarding Use of Faderman's Book for College Course on Ethnic Literature,"October 27, 1978",1978-10-27,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n5h9/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n5kb,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n5mv,text,copyrighted,N,unpublished,United States,,"Freedman, Estelle B., 1947-",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians--History--20th century,,,individuals,,private,,Letter Regarding Lesbian History,"January 6, 1980",1980-01-06,,Rights.statementLocal: Item includes personal information (author's address and phone number).,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n5kb/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n65m,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n664,text,copyrighted,N,unpublished,United States,,"Fleischer, S. Hollis",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians--History--20th century,,,individuals,,private,,Letter Requesting Further Information for Senior Thesis,"January 6, 1980",1980-01-06,,Rights.statementLocal: Item includes personal information (author's address and phone number).|~|Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n65m/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n69p,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n6b6,text,copyrighted,N,unpublished,United States,,,,"Faderman, Lillian|~|Dickinson, Emily, 1830-1886",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Inability to Attend Book Party,"April 24, 1981",1981-04-24,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Original author unknown.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n69p/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n6cq,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n6d7,text,copyrighted,N,unpublished,United States,,"Smith, Della",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Requesting a Copy of Paper Read at Berkshire Conference,"June 23, 1981",1981-06-23,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Item includes personal information (author's address).,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n6cq/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n6fr,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n6g8,text,copyrighted,N,unpublished,United States,,"Raymond, Janice G.",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Surpassing the Love of Men and Requesting Information,"June 30, 1981",1981-06-30,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n6fr/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n6hs,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n6j9,text,copyrighted,N,unpublished,United States,,"Moore, Alice",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Homosexuality and literature|~|Lesbians in literature--History|~|Romantic Friendship|~|Homosexuality--History,,,individuals,,private,,Letter Requesting Sources for Index on Male Homosexuality,"November 23, 1981",1981-11-23,,Rights.statementLocal: Item includes personal information (author's address).|~|Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n6hs/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n6kt,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n6x0,text,copyrighted,N,unpublished,United States,,Unknown,,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Mexican Americans--Literary collections,,,individuals,,private,,Letter Regarding Interview,"December 6, 1981",1981-12-06,,Rights.statementLocal: Original author unknown.|~|Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n6kt/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n6mb,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n70h,text,copyrighted,N,unpublished,United States,,Unknown,,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter of Congratulations,1981,1981,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Original author unknown.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n6mb/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n6nv,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n711,text,copyrighted,N,unpublished,United States,,"Moore, Kathy",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians--Psychology,,,individuals,,private,,Letter of Thanks for Writing Surpassing the Love of Men,"January, 1981",1981-01,,Rights.statementLocal: Need to obtain permission to publish from original author.|~|Rights.statementLocal: Item includes personal information (author's address and phone number).,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n6nv/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n6pc,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n72j,text,copyrighted,N,unpublished,United States,,"Trottier, Carol",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail|~|Lesbians--History|~|Lesbians in literature--History|~|Romantic Friendship,,,individuals,,private,,Letter Regarding Book Review of Surpassing the Love of Men,"February 21, 1981",1981-02-21,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n6pc/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017n6qw,ark:/21198/zz000s2z7w,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n74k,text,copyrighted,N,unpublished,United States,,"Karr, Harold",,"Faderman, Lillian",,,eng,letters (correspondence),Awards Correspondence and Fan Mail,,,individuals,,private,,Letter Regarding Surpassing the Love of Men,"March 16, 1981",1981-03-16,,Rights.statementLocal: Need to obtain permission to publish from original author.,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017n6qw/manifest
