"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.creator","Name.subject","Name.contributor","Rights.servicesContact","Language","Type.genre","Subject","Rights.notice","Name.repository","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.creation","Date.normalized","Description.caption","Description.note","Description.abstract","Date.publication","Bucketeer State","IIIF Access URL"
"Faderman (Lillian) Collection","ark:/21198/zz0017n72j","ark:/21198/zz0017n6pc","2","Completed","Page","faderman/images/masters/21198-zz0017n72j_715265_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n72j"
"Faderman (Lillian) Collection","ark:/21198/zz0017n732","ark:/21198/zz0017n6pc","2","Completed","Page","faderman/images/masters/21198-zz0017n732_715268_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n732"
"Faderman (Lillian) Collection","ark:/21198/zz0017n74k","ark:/21198/zz0017n6qw","2","Completed","Page","faderman/images/masters/21198-zz0017n74k_715274_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n74k"
"Faderman (Lillian) Collection","ark:/21198/zz0017n7h8","ark:/21198/zz0017n6rd","2","Completed","Page","faderman/images/masters/21198-zz0017n7h8_715280_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n7h8"
"Faderman (Lillian) Collection","ark:/21198/zz0017n7js","ark:/21198/zz0017n6sx","2","Completed","Page","faderman/images/masters/21198-zz0017n7js_715292_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n7js"
"Faderman (Lillian) Collection","ark:/21198/zz0017n7k9","ark:/21198/zz0017n6sx","2","Completed","Page","faderman/images/masters/21198-zz0017n7k9_715295_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n7k9"
"Faderman (Lillian) Collection","ark:/21198/zz0017n7mt","ark:/21198/zz0017n6tf","2","Completed","Page","faderman/images/masters/21198-zz0017n7mt_715298_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n7mt"
"Faderman (Lillian) Collection","ark:/21198/zz0017n7nb","ark:/21198/zz0017n6vz","2","Completed","Page","faderman/images/masters/21198-zz0017n7nb_715301_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n7nb"
"Faderman (Lillian) Collection","ark:/21198/zz0017n7pv","ark:/21198/zz0017n6wg","2","Completed","Page","faderman/images/masters/21198-zz0017n7pv_715314_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n7pv"
"Faderman (Lillian) Collection","ark:/21198/zz0017n7qc","ark:/21198/zz0017n6wg","2","Completed","Page","faderman/images/masters/21198-zz0017n7qc_715319_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n7qc"
"Faderman (Lillian) Collection","ark:/21198/zz0017n83j","ark:/21198/zz0017n7rw","2","Completed","Page","faderman/images/masters/21198-zz0017n83j_715325_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n83j"
"Faderman (Lillian) Collection","ark:/21198/zz0017n842","ark:/21198/zz0017n7sd","2","Completed","Page","faderman/images/masters/21198-zz0017n842_715328_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n842"
"Faderman (Lillian) Collection","ark:/21198/zz0017n85k","ark:/21198/zz0017n7sd","2","Completed","Page","faderman/images/masters/21198-zz0017n85k_715331_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n85k"
"Faderman (Lillian) Collection","ark:/21198/zz0017n863","ark:/21198/zz0017n7sd","2","Completed","Page","faderman/images/masters/21198-zz0017n863_715334_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n863"
"Faderman (Lillian) Collection","ark:/21198/zz0017n87m","ark:/21198/zz0017n7tx","2","Completed","Page","faderman/images/masters/21198-zz0017n87m_715337_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n87m"
"Faderman (Lillian) Collection","ark:/21198/zz0017n884","ark:/21198/zz0017n7tx","2","Completed","Page","faderman/images/masters/21198-zz0017n884_715340_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n884"
"Faderman (Lillian) Collection","ark:/21198/zz0017n89n","ark:/21198/zz0017n7tx","2","Completed","Page","faderman/images/masters/21198-zz0017n89n_715343_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n89n"
"Faderman (Lillian) Collection","ark:/21198/zz0017n8b5","ark:/21198/zz0017n7vf","2","Completed","Page","faderman/images/masters/21198-zz0017n8b5_715346_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n8b5"
"Faderman (Lillian) Collection","ark:/21198/zz0017n8cp","ark:/21198/zz0017n7vf","2","Completed","Page","faderman/images/masters/21198-zz0017n8cp_715349_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n8cp"
"Faderman (Lillian) Collection","ark:/21198/zz0017nb9m","ark:/21198/zz0017n7xg","2","Completed","Page","faderman/images/masters/21198-zz0017nb9m_715439_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nb9m"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbb4","ark:/21198/zz0017n7xg","2","Completed","Page","faderman/images/masters/21198-zz0017nbb4_715442_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbb4"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbcn","ark:/21198/zz0017n7xg","2","Completed","Page","faderman/images/masters/21198-zz0017nbcn_715445_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbcn"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbd5","ark:/21198/zz0017n7xg","2","Completed","Page","faderman/images/masters/21198-zz0017nbd5_715448_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbd5"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbfp","ark:/21198/zz0017n7xg","2","Completed","Page","faderman/images/masters/21198-zz0017nbfp_715451_master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbfp"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbg6","ark:/21198/zz0017n7z0","2","Completed","Page","faderman/images/masters/21198-zz0017nbg6_715454_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbg6"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbhq","ark:/21198/zz0017n7z0","2","Completed","Page","faderman/images/masters/21198-zz0017nbhq_715457_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbhq"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbj7","ark:/21198/zz0017n800","2","Completed","Page","faderman/images/masters/21198-zz0017nbj7_715475_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbj7"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbkr","ark:/21198/zz0017n800","2","Completed","Page","faderman/images/masters/21198-zz0017nbkr_715481_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbkr"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbm8","ark:/21198/zz0017n800","2","Completed","Page","faderman/images/masters/21198-zz0017nbm8_715484_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbm8"
"Faderman (Lillian) Collection","ark:/21198/zz0017nbns","ark:/21198/zz0017n81h","2","Completed","Page","faderman/images/masters/21198-zz0017nbns_715489_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nbns"
