File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_001.tif,Page,Page 1,1,ark:/21198/z1qg0p0h,ark:/21198/z12n7178,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7178
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_002.tif,Page,Page 2,2,ark:/21198/z1qg0p0h,ark:/21198/z1xw6hrk,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6hrk
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_003.tif,Page,Page 3,3,ark:/21198/z1qg0p0h,ark:/21198/z1t45s21,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45s21
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_004.tif,Page,Page 4,4,ark:/21198/z1qg0p0h,ark:/21198/z1pc51c4,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc51c4
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_005.tif,Page,Page 5,5,ark:/21198/z1qg0p0h,ark:/21198/z1jm48nd,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm48nd
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_006.tif,Page,Page 6,6,ark:/21198/z1qg0p0h,ark:/21198/z1dv3hvs,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3hvs
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_007.tif,Page,Page 7,7,ark:/21198/z1qg0p0h,ark:/21198/z1932s4s,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932s4s
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_008.tif,Page,Page 8,8,ark:/21198/z1qg0p0h,ark:/21198/z15f0qtc,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0qtc
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_009.tif,Page,Page 9,9,ark:/21198/z1qg0p0h,ark:/21198/z11p003f,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p003f
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_010.tif,Page,Page 10,10,ark:/21198/z1qg0p0h,ark:/21198/z1ww9gp3,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9gp3
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_011.tif,Page,Page 11,11,ark:/21198/z1qg0p0h,ark:/21198/z1s48r0j,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48r0j
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_012.tif,Page,Page 12,12,ark:/21198/z1qg0p0h,ark:/21198/z1nc807r,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc807r
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_013.tif,Page,Page 13,13,ark:/21198/z1qg0p0h,ark:/21198/z1hm77f4,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm77f4
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_014.tif,Page,Page 14,14,ark:/21198/z1qg0p0h,ark:/21198/z1cz5661,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz5661
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_015.tif,Page,Page 15,15,ark:/21198/z1qg0p0h,ark:/21198/z1864ff5,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864ff5
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss12_Jul1941_016.tif,Page,Page 16,16,ark:/21198/z1qg0p0h,ark:/21198/z14f3pqf,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3pqf
