File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_001.tif,Page,Page 1,1,ark:/21198/z14q9q3t,ark:/21198/z1bv9bvc,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9bvc
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_002.tif,Page,Page 2,2,ark:/21198/z14q9q3t,ark:/21198/z1738m68,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738m68
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_003.tif,Page,Page 3,3,ark:/21198/z14q9q3t,ark:/21198/z13b7vgj,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7vgj
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_004.tif,Page,Page 4,4,ark:/21198/z14q9q3t,ark:/21198/z1zk7bzs,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7bzs
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_005.tif,Page,Page 5,5,ark:/21198/z14q9q3t,ark:/21198/z1tt6m5k,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6m5k
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_006.tif,Page,Page 6,6,ark:/21198/z14q9q3t,ark:/21198/z1q25vgm,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25vgm
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_007.tif,Page,Page 7,7,ark:/21198/z14q9q3t,ark:/21198/z1k953t5,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k953t5
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_008.tif,Page,Page 8,8,ark:/21198/z14q9q3t,ark:/21198/z1fn32dt,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn32dt
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_009.tif,Page,Page 9,9,ark:/21198/z14q9q3t,ark:/21198/z19w29sf,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w29sf
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_010.tif,Page,Page 10,10,ark:/21198/z14q9q3t,ark:/21198/z1641k10,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641k10
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_011.tif,Page,Page 11,11,ark:/21198/z14q9q3t,ark:/21198/z12c0t8t,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0t8t
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_012.tif,Page,Page 12,12,ark:/21198/z14q9q3t,ark:/21198/z1xm09r2,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm09r2
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_013.tif,Page,Page 13,13,ark:/21198/z14q9q3t,ark:/21198/z1st9k16,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9k16
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_014.tif,Page,Page 14,14,ark:/21198/z14q9q3t,ark:/21198/z1p28td4,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28td4
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_015.tif,Page,Page 15,15,ark:/21198/z14q9q3t,ark:/21198/z1jd6s17,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6s17
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_016.tif,Page,Page 16,16,ark:/21198/z14q9q3t,ark:/21198/z1dn61bb,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn61bb
