File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_001.tif,Page,Page 1,1,ark:/21198/z1b8748n,ark:/21198/z1q25vh2,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25vh2
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_002.tif,Page,Page 2,2,ark:/21198/z1b8748n,ark:/21198/z1k953vm,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k953vm
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_003.tif,Page,Page 3,3,ark:/21198/z1b8748n,ark:/21198/z1fj4c49,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4c49
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_004.tif,Page,Page 4,4,ark:/21198/z1b8748n,ark:/21198/z19s3m97,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3m97
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_005.tif,Page,Page 5,5,ark:/21198/z1b8748n,ark:/21198/z1612vjc,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612vjc
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_006.tif,Page,Page 6,6,ark:/21198/z1b8748n,ark:/21198/z12823t1,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12823t1
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_007.tif,Page,Page 7,7,ark:/21198/z1b8748n,ark:/21198/z1xh1mf3,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1mf3
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_008.tif,Page,Page 8,8,ark:/21198/z1b8748n,ark:/21198/z1st9k2n,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9k2n
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_009.tif,Page,Page 9,9,ark:/21198/z1b8748n,ark:/21198/z1p28tfk,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28tfk
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_010.tif,Page,Page 10,10,ark:/21198/z1b8748n,ark:/21198/z1j982q7,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j982q7
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_011.tif,Page,Page 11,11,ark:/21198/z1b8748n,ark:/21198/z1dj79xm,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj79xm
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_012.tif,Page,Page 12,12,ark:/21198/z1b8748n,ark:/21198/z18s6k4d,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6k4d
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_013.tif,Page,Page 13,13,ark:/21198/z1b8748n,ark:/21198/z1515tff,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515tff
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_014.tif,Page,Page 14,14,ark:/21198/z1b8748n,ark:/21198/z11852s0,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11852s0
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_015.tif,Page,Page 15,15,ark:/21198/z1b8748n,ark:/21198/z1wm38n4,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm38n4
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_Oct1941_016.tif,Page,Page 16,16,ark:/21198/z1b8748n,ark:/21198/z1rv2j15,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2j15
