Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Alternate Identifier.local,Title,Description.tableOfContents,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Subject,Type.genre,Name.repository,Author,Name.translator,Name.commentator,Name.scribe,Name.compiler,Language,Language.script,Name.calligrapher,Relation.rectoVerso,Source,Date.creation,Format.dimensions,Alternate Title.other,Description.abstract,Description.microfilm,Description.citation,Alternate Title.scriptArab,Description.physical,Date.normalized,Description.note,Format.extent,Relation,Description.stamp,Relation.citation,Alternate Title.spine,Description.marks,Description.colophon,thumbnailImageName,masterImageName,JSON,Metadata Only,Conceptual Work
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000stw1p,ark:/21198/zz000wrmkf,7,Completed,Work,,201,201,Majmūʿah,Title: Dīvān-i Manūchihrī|~|Title: Dīvān-i Adīb Ṣābir,paged,right-to-left,,,pd,Persian poetry,manuscripts (document genre),"University of California, Los Angeles. $b Library Special Collections",,,,,,per,Nastaʿlīq,,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 31, 201",n.d.,20.4 x 12.2cm.,,,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1039 AH), p. 669.",مجموعه,,,,,,,,,,,,,"['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000stw1p"", ""Parent ARK"": ""ark:/21198/zz000wrmkf"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""Work"", ""File Name"": """", ""Item Sequence"": ""201"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Persian poetry"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Persian"", ""Language.script"": ""Nasta\\u02bfl\\u012bq"", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""201"", ""Title"": ""Majm\\u016b\\u02bfah"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 31, 201"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""20.4 x 12.2cm."", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Mu\\u1e25ammad Taq\\u012b D\\u0101nish-pazh\\u016bh, Fihrist-i Nushahh\\u0101-yi kha\\u1e6d\\u1e6d\\u012b, daftar 11 & 12 (\\u1e6cihr\\u0101n: Intish\\u0101r\\u0101t-i D\\u0101nishg\\u0101h-i \\u1e6cihr\\u0101n, 1039 AH), p. 669."", ""Alternate Title.scriptArab"": ""\\u0645\\u062c\\u0645\\u0648\\u0639\\u0647"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']",No,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000stwgd,ark:/21198/zz000wrmkf,7,Completed,Work,,213,212,Majmūʿah,"Title: Ḥall mushkilāt al-Ishārāt; A commentary on Avicenna's al-Ishārāt wa al-Tanbīhāt, a philosophical text on issues of logic.|~|Title: al-Muḥākamāt bayna sharḥay al-Ishārāt; A philosophical treatise reviewing and criticizing the commentaries of Fakhr al-Dīn al-Rāzī (d. A.H. 1210), and Khwājah Naṣīr al-Dīn al-Ṭūsī (d. A.D. 1274) on Avicenna's al-Ishārāt wa-al-tanbīhāt, on logic.|~|Title: Talkhīṣ Kitāb al-Maqūlāt; Commentary on Aristotle's Categories. It deals with type and the definition of the logical categories.|~|Title: Talkhīṣ Bārāriminas; A commentary on Aristotle's Topic. A philosophical text on some logical problems. Missing end folios.",paged,right-to-left,,,pd,,manuscripts (document genre),"University of California, Los Angeles. $b Library Special Collections",,,,,,ara,unidentified,,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 32, 212",n.d.,,,,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1039 AH), p. 669.",مجموعة,,,,,,,,,,,,,"['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000stwgd"", ""Parent ARK"": ""ark:/21198/zz000wrmkf"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""Work"", ""File Name"": """", ""Item Sequence"": ""213"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": ""unidentified"", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""212"", ""Title"": ""Majm\\u016b\\u02bfah"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 32, 212"", ""Date.creation"": ""n.d."", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Mu\\u1e25ammad Taq\\u012b D\\u0101nish-pazh\\u016bh, Fihrist-i Nushahh\\u0101-yi kha\\u1e6d\\u1e6d\\u012b, daftar 11 & 12 (\\u1e6cihr\\u0101n: Intish\\u0101r\\u0101t-i D\\u0101nishg\\u0101h-i \\u1e6cihr\\u0101n, 1039 AH), p. 669."", ""Alternate Title.scriptArab"": ""\\u0645\\u062c\\u0645\\u0648\\u0639\\u0629"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']",No,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svt6r,ark:/21198/zz000wrmkf,7,Completed,Work,,215,214,Majmūʿah,"Title: Risālah fī Baqāʾ al-nafs; A philosophical treatise on the immortality of the soul.|~|Title: Risālat al-wujūd; A philosophical treatise on the concept of being.|~|Title: Min Futūḥ al-ghayb; A one page theological fragment on being unjust to oneself and others.|~|Title: Min Man lā-yaḥḍuruhu al-faqīh|~|Title: al-Risālah al-naṣīriyah; A philosophical treatise on moral virtues and how to resist desires.|~|Title: Qiṭaʿ mutafarraqah; A collection of fragments in prose and verse on the lives of mystics and their virtues. Author is unknown.|~|Title: Mawʿiẓah balīghah li-arbaʿīn sūrah min al-Tawrāt; A commentary and theological analysis on forty verses in the Torah.|~|Title: Fī tafsīr al-Fātiḥah; A theological treatise on the concept of the grace of God in the Surat al-Fātiḥah.|~|Title: Ḥadīth ʿan Jālīnūs; A fragment of a moral story attributed to Jalinus (Galen).|~|Title: Arbaʿūn ḥadīthā; A ḥadith concerning the moral conduct and virtues of Muslims. Missing end folios.|~|Title: Hadīth ʿan Kumayl; A fragment of a ḥadīth attributed to Iṃām ʿAlī transmitted by Kumayl on the nature of the soul.|~|Title: Tārīkh-i madīnah-ʾi Sahmūdī; A Persian treatise on some important events that happened in the city of Sahmūdī in Iran. Author is unknown.|~|Title: Min Rawḍ al-rayāḥīn; A fragment of stories concerning the devotion and moral conduct of Muslims. Author is unknown.|~|Title: Min Kitāb al-imāmah wa al-siyāsah; Fragments from Ibn Qutaybah's al-Iṃāmah wa al-Sīỵāsah on the history of governance in Islamic empires.|~|Title: Shiʿr-i Fārsī; Poetic fragments in Persian. Author is unknown.|~|Title: Zahr al-akmām; A fragment from al-Anṣārī's Zahr al-akmām. It is a commentary on Surat Yūsuf in the Qurʾān.|~|Title: Zahr al-akmam; A fragment from Ghazzālī's Iḥyaʾ ʿulūm al-dīn, on asceticism and yearning for God.|~|Title: Min Ahādith al-Nabī; Some ḥādīths on asceticism, zuhd, in wordly life. Compiler is unknown.|~|Title: Fī musāwāt zawāyā al-muthallith; A fragment attributed to al-Fārābī on geometrical proof.|~|Title: Ḥadīth ʿan al-ṣādiq; A ḥadīth attributed to Jaʿfar al-Ṣādiq on the virtues of the prophet Muḥammad.|~|Title: Sharḥ muṣṭalaḥāt al-ṣūfīyah; A fragment dealing with explanations of mystical terminology. Author is unknown.",paged,right-to-left,,,pd,,manuscripts (document genre),"University of California, Los Angeles. $b Library Special Collections",,,,,,,,,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 32, 214",n.d.,20 x 12 cm.,,,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1039 AH), p. 269-70.",مجموعة,,,,,,,,,,,,,"['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000svt6r"", ""Parent ARK"": ""ark:/21198/zz000wrmkf"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""Work"", ""File Name"": """", ""Item Sequence"": ""215"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""214"", ""Title"": ""Majm\\u016b\\u02bfah"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 32, 214"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""20 x 12 cm."", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Mu\\u1e25ammad Taq\\u012b D\\u0101nish-pazh\\u016bh, Fihrist-i Nushahh\\u0101-yi kha\\u1e6d\\u1e6d\\u012b, daftar 11 & 12 (\\u1e6cihr\\u0101n: Intish\\u0101r\\u0101t-i D\\u0101nishg\\u0101h-i \\u1e6cihr\\u0101n, 1039 AH), p. 269-70."", ""Alternate Title.scriptArab"": ""\\u0645\\u062c\\u0645\\u0648\\u0639\\u0629"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']",No,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svv9s,ark:/21198/zz000wrmkf,7,Completed,Work,,226,225,ʿĀlam ārā-yi ʿAbbāsī,Title: page 245,paged,right-to-left,,,pd,"Iran $x History $y Ṣafavid dynasty, 1501-1736 $v Early works to 1800 |~|ʿAbbas $b I, $c Shah of Iran, $d 1571-1629",manuscripts (document genre),"University of California, Los Angeles. $b Library Special Collections","Iskandar Munshī, $d 1560 or 61-1633 or 4",,,,,per,Nastaʿlīq,,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 33, 225",n.d.,29.9 x 20.4,,Beginning is missing.,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1039 AH), p. 64.",عالم آرای عبّاسی,,,,,,,,,,,,,"['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000svv9s"", ""Parent ARK"": ""ark:/21198/zz000wrmkf"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""Work"", ""File Name"": """", ""Item Sequence"": ""226"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Iran $x History $y S\\u0323afavid dynasty, 1501-1736 $v Early works to 1800 |~|\\u02bfAbbas $b I, $c Shah of Iran, $d 1571-1629"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Iskandar Munsh\\u012b, $d 1560 or 61-1633 or 4"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Persian"", ""Language.script"": ""Nasta\\u02bfl\\u012bq"", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""225"", ""Title"": ""\\u02bf\\u0100lam \\u0101r\\u0101-yi \\u02bfAbb\\u0101s\\u012b"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 33, 225"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""29.9 x 20.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Beginning is missing."", ""Description.microfilm"": """", ""Description.citation"": ""Mu\\u1e25ammad Taq\\u012b D\\u0101nish-pazh\\u016bh, Fihrist-i Nushahh\\u0101-yi kha\\u1e6d\\u1e6d\\u012b, daftar 11 & 12 (\\u1e6cihr\\u0101n: Intish\\u0101r\\u0101t-i D\\u0101nishg\\u0101h-i \\u1e6cihr\\u0101n, 1039 AH), p. 64."", ""Alternate Title.scriptArab"": ""\\u0639\\u0627\\u0644\\u0645 \\u0622\\u0631\\u0627\\u06cc \\u0639\\u0628\\u0651\\u0627\\u0633\\u06cc"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']",No,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svvwk,ark:/21198/zz000wrmkf,7,Completed,Work,,243,242,Majmūʿah,Title: Anwār al-Tanzīl; vol.I. Manuscript is incomplete.|~|Title: Tafsīr; Dānish'pazhūh believes author to be either Kāshifī or Zavār.|~|Title: page 3|~|Title: page 109|~|Title: page 140|~|Title: page 152|~|Title: page 159,paged,right-to-left,,,pd,,manuscripts (document genre),"University of California, Los Angeles. $b Library Special Collections",,,,,,ara,Nastaʿlīq,,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 38, 242",n.d.,30 x 20.5 cm.,,Middle portion of manuscript is incomplete.,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1039 AH), p. 670.",مجموعه,,,,,,,,,,,,,"['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000svvwk"", ""Parent ARK"": ""ark:/21198/zz000wrmkf"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""Work"", ""File Name"": """", ""Item Sequence"": ""243"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": ""Nasta\\u02bfl\\u012bq"", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""242"", ""Title"": ""Majm\\u016b\\u02bfah"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 38, 242"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""30 x 20.5 cm."", ""Alternate Title.other"": """", ""Description.abstract"": ""Middle portion of manuscript is incomplete."", ""Description.microfilm"": """", ""Description.citation"": ""Mu\\u1e25ammad Taq\\u012b D\\u0101nish-pazh\\u016bh, Fihrist-i Nushahh\\u0101-yi kha\\u1e6d\\u1e6d\\u012b, daftar 11 & 12 (\\u1e6cihr\\u0101n: Intish\\u0101r\\u0101t-i D\\u0101nishg\\u0101h-i \\u1e6cihr\\u0101n, 1039 AH), p. 670."", ""Alternate Title.scriptArab"": ""\\u0645\\u062c\\u0645\\u0648\\u0639\\u0647"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']",No,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svw6q,ark:/21198/zz000wrmkf,7,Completed,Work,,249,248,Majmūʿah,Title: Qāmūs-i ʿArabī va Fārsī; An Arabic-Persian dictionary. Author is unknown.|~|Title: al-Muʾanathāt al-samāʿīyah; Two pages on Arabic grammar attributed to al-Fārābī.|~|Title: page 155,paged,right-to-left,,,pd,,manuscripts (document genre),"University of California, Los Angeles. $b Library Special Collections",,,,,,,,,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 40, 248",n.d.,,,,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1039 AH), p. 670.",مجموعه,,,,,,,,,,,,,"['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000svw6q"", ""Parent ARK"": ""ark:/21198/zz000wrmkf"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""Work"", ""File Name"": """", ""Item Sequence"": ""249"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""248"", ""Title"": ""Majm\\u016b\\u02bfah"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 40, 248"", ""Date.creation"": ""n.d."", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Mu\\u1e25ammad Taq\\u012b D\\u0101nish-pazh\\u016bh, Fihrist-i Nushahh\\u0101-yi kha\\u1e6d\\u1e6d\\u012b, daftar 11 & 12 (\\u1e6cihr\\u0101n: Intish\\u0101r\\u0101t-i D\\u0101nishg\\u0101h-i \\u1e6cihr\\u0101n, 1039 AH), p. 670."", ""Alternate Title.scriptArab"": ""\\u0645\\u062c\\u0645\\u0648\\u0639\\u0647"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']",No,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svwc9,ark:/21198/zz000wrmkf,7,Completed,Work,,252,251,Nuzhat al-qulūb,Title: page 8,paged,right-to-left,,,pd,Almanacs $v Early works to 1800 |~|Islamic Empire $x History $v Early works to 1800,manuscripts (document genre),"University of California, Los Angeles. $b Library Special Collections","Ḥamd Allāh Mustawfī Qazvīnī, $d fl. 1330-1340",,,,,per,Nastaʿlīq,,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 41, 251",n.d.,30 x 19.5,,"Composed A.H. 740. A compendium of general knowledge on a wide range of subjects, including geography, natural sciences, ethics, theology etc. Beginning and end are missing.",,"Āghā Buzurg al-Ṭihrānī, Dharīʿah ilā taṣānif al-Shīʿah (Al-Najaf: Maṭbaʿat al-Gharrā, 1936-1986), v. 24 (617), p. 120.|~|Munzavī v. 1, p.689.|~|Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1039 AH), p. 89.",نزهة القلوب,,,,,,,,,,,,,"['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000svwc9"", ""Parent ARK"": ""ark:/21198/zz000wrmkf"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""Work"", ""File Name"": """", ""Item Sequence"": ""252"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Almanacs $v Early works to 1800 |~|Islamic Empire $x History $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""H\\u0323amd All\\u0101h Mustawf\\u012b Qazv\\u012bn\\u012b, $d fl. 1330-1340 "", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Persian"", ""Language.script"": ""Nasta\\u02bfl\\u012bq"", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""251"", ""Title"": ""Nuzhat al-qul\\u016bb"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 41, 251"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""30 x 19.5"", ""Alternate Title.other"": """", ""Description.abstract"": ""Composed A.H. 740. A compendium of general knowledge on a wide range of subjects, including geography, natural sciences, ethics, theology etc. Beginning and end are missing."", ""Description.microfilm"": """", ""Description.citation"": ""\\u0100gh\\u0101 Buzurg al-\\u1e6cihr\\u0101n\\u012b, Dhar\\u012b\\u02bfah il\\u0101 ta\\u1e63\\u0101nif al-Sh\\u012b\\u02bfah (Al-Najaf: Ma\\u1e6dba\\u02bfat al-Gharr\\u0101, 1936-1986), v. 24 (617), p. 120.|~|Munzav\\u012b v. 1, p.689.|~|Mu\\u1e25ammad Taq\\u012b D\\u0101nish-pazh\\u016bh, Fihrist-i Nushahh\\u0101-yi kha\\u1e6d\\u1e6d\\u012b, daftar 11 & 12 (\\u1e6cihr\\u0101n: Intish\\u0101r\\u0101t-i D\\u0101nishg\\u0101h-i \\u1e6cihr\\u0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""\\u0646\\u0632\\u0647\\u0629 \\u0627\\u0644\\u0642\\u0644\\u0648\\u0628"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']",No,
