"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Name.author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176rfn","ark:/21198/zz00176rd4","2","Completed","Page","wavav/images/masters/21198-zz00176rfn_496396_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176rfn"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176rg5","ark:/21198/zz00176rd4","2","Completed","Page","wavav/images/masters/21198-zz00176rg5_496401_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176rg5"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176rj6","ark:/21198/zz00176rhp","2","Completed","Page","wavav/images/masters/21198-zz00176rj6_496412_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176rj6"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176rnr","ark:/21198/zz00176rm7","2","Completed","Page","wavav/images/masters/21198-zz00176rnr_496425_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176rnr"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176rqs","ark:/21198/zz00176rp8","2","Completed","Page","wavav/images/masters/21198-zz00176rqs_496443_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176rqs"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176rst","ark:/21198/zz00176rr9","2","Completed","Page","wavav/images/masters/21198-zz00176rst_496462_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176rst"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176rvv","ark:/21198/zz00176rtb","2","Completed","Page","wavav/images/masters/21198-zz00176rvv_496480_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176rvv"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176rwc","ark:/21198/zz00176rtb","2","Completed","Page","wavav/images/masters/21198-zz00176rwc_496492_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176rwc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176sn7","ark:/21198/zz00176smq","2","Completed","Page","wavav/images/masters/21198-zz00176sn7_496503_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176sn7"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176sq8","ark:/21198/zz00176spr","2","Completed","Page","wavav/images/masters/21198-zz00176sq8_496529_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176sq8"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176srs","ark:/21198/zz00176spr","2","Completed","Page","wavav/images/masters/21198-zz00176srs_496534_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176srs"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176stt","ark:/21198/zz00176ss9","2","Completed","Page","wavav/images/masters/21198-zz00176stt_496558_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176stt"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176svb","ark:/21198/zz00176ss9","2","Completed","Page","wavav/images/masters/21198-zz00176svb_496564_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176svb"
