"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmh0","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmh0-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmh0",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmjh","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmjh-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmjh",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmk1","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmk1-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmk1",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmmj","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmmj-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmmj",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmn2","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmn2-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmn2",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmpk","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmpk-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmpk",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmq3","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmq3-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmq3",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmrm","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmrm-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmrm",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tms4","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tms4-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tms4",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmtn","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmtn-1-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmtn",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmv5","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmv5-1-master.tif","16","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmv5",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmwp","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmwp-1-master.tif","17","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmwp",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmx6","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmx6-1-master.tif","18","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmx6",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015tmzq","ark:/21198/zz0015t5m8","2","Completed","Page","scwu/images/masters/21198-zz0015tmzq-1-master.tif","19","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmzq",""
