"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th0s","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th0s-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th0s",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th19","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th19-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th19",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th2t","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th2t-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th2t",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th3b","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th3b-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th3b",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th4v","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th4v-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th4v",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th5c","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th5c-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th5c",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th6w","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th6w-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th6w",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th7d","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th7d-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th7d",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th8x","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th8x-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th8x",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015th9f","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015th9f-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th9f",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015thbz","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015thbz-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015thbz",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015thcg","ark:/21198/zz0015t541","2","Completed","Page","scwu/images/masters/21198-zz0015thcg-1-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015thcg",""
