Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Title,Description.note,Alt ID.local,Date.creation,Opac url,Finding Aid URL,Thumbnail,IIIF Manifest URL
Kramer (Stanley) Papers. Collection 161,ark:/21198/zz0026jj2h,ark:/21198/zz001nx6gt,1,In progress,Work,,,private,,,still image,Scrapbook: The Champion and Home of the Brave.,Two photographs on each side of a scrapbook page.,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127b88,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026jj2h/manifest
