Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179544,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,,individuals,,private,,text,copyrighted,published,unknown,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),,Publications (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Music--Marketing,,eng,,"London, Julia",,,,,,Music Retailer Article,"July, 1977",,Rights.generalNote: Unsure as to whether or not permission from author needs to be obtained as she was writing on behalf of the organization.,1977-07,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179586,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,,individuals,,private,,text,copyrighted,published,unknown,Women Against Violence Against Women |~|Southern California Coalition On Battered Women,Los Angeles (Calif.),,Publications (WAVAW)|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Music--Marketing,,eng,,"London, Julia",,,,,,Cultural Sanction for Violence,1978,,Rights.generalNote: Unsure as to whether or not permission from author needs to be obtained as she was writing on behalf of the organization.,1978,,
